left;top;width;height;transcription
[77, 82, 66, 62];[583, 217, 217, 584];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
93;551;16;116;12.887.048-5
[94, 95, 107, 107];[732, 666, 667, 732];-1;-1;REGISTRO
[122, 122, 111, 109];[732, 686, 687, 732];-1;-1;GERAL
[139, 139, 151, 151];[733, 692, 691, 733];-1;-1;NOME
160;468;15;282;SONTAG BRONDANI DALBEN
[203, 204, 219, 218];[734, 670, 671, 735];-1;-1;FILIAÇÃO
225;446;15;305;JONG VINAGREIRO FINZETTO
258;484;15;266;TRENTO MITIYO SEMENCIO
304;627;14;108;NATURALIDADE
370;643;14;92;DOC ORIGEM
421;573;16;138;237.696.411-32
[452, 451, 438, 440];[736, 711, 710, 738];-1;-1;CPF
487;694;15;57;NH 07
[543, 546, 527, 526];[499, 309, 309, 499];-1;-1;LEI Nº7 116 DE 29/08/83
482;308;11;253;NAKAGUMA LUCENTE SARACHINI
[512, 514, 502, 501];[497, 325, 325, 497];-1;-1;ASSINATURA DO DIRETOR
489;142;15;49;2 VIA
388;650;17;101;BELÉM-PB
[309, 310, 323, 321];[236, 86, 85, 238];-1;-1;DATA DE NASCIMENTO
321;594;17;156;MARLIÉRIA-MG
98;187;12;80;01/05/1977
[98, 99, 111, 110];[345, 287, 288, 345];-1;-1;DATA DE
[125, 125, 113, 111];[346, 265, 266, 346];-1;-1;EXPEDIÇÃO
326;146;18;124;06/01/2009
356;292;20;363;C.NAS=266 LV=211 FL=176
