left;top;width;height;transcription
[790, 318, 318, 792];[669, 658, 635, 648];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
715;597;176;22;76.226.055-5
[977, 891, 892, 979];[633, 631, 616, 619];-1;-1;REGISTRO
[980, 920, 921, 979];[600, 600, 615, 615];-1;-1;GERAL
[980, 924, 925, 981];[580, 578, 564, 565];-1;-1;NOME
536;513;460;32;YNOUE ARUANDA AMPELE
[982, 901, 902, 982];[503, 501, 484, 484];-1;-1;FILIAÇÃO
317;435;675;28;GANGELLA HESPANHOL ARTHURO
571;394;424;27;VILAS FOWLER ISEPPE
[981, 844, 846, 982];[384, 379, 365, 368];-1;-1;NATURALIDADE
791;322;205;20;ALTEROSA-MG
[981, 867, 868, 983];[303, 300, 288, 289];-1;-1;DOC ORIGEM
473;275;392;23;C.NAS=11 LV=271 FL=381
740;233;256;31;ALCOBAÇA-BA
[983, 950, 951, 985];[222, 220, 205, 206];-1;-1;CPF
729;201;213;23;398.074.718-26
918;125;82;22;NH 98
[686, 452, 453, 688];[138, 131, 117, 124];-1;-1;ASSINATURA DO DIRETOR
[682, 437, 438, 684];[107, 103, 83, 87];-1;-1;LEI Nº7 116 DE 29/08/83
214;106;67;19;8 VIA
230;307;151;23;11/07/2018
[343, 146, 147, 345];[366, 361, 347, 351];-1;-1;DATA DE NASCIMENTO
238;585;141;20;06/10/1958
[480, 405, 407, 481];[622, 619, 605, 607];-1;-1;DATA DE
[481, 381, 381, 480];[589, 586, 602, 606];-1;-1;EXPEDIÇÃO
