left;top;width;height;transcription
[774, 773, 299, 303];[611, 586, 592, 614];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
706;551;135;16;26.520.967-5
[964, 879, 879, 963];[561, 561, 545, 545];-1;-1;REGISTRO
[964, 903, 906, 964];[527, 528, 544, 544];-1;-1;GERAL
[961, 909, 909, 962];[508, 507, 494, 493];-1;-1;NOME
621;467;318;23;GENARI ROMAIN LUCIO
[959, 881, 882, 962];[430, 432, 415, 415];-1;-1;FILIAÇÃO
643;391;295;18;SOLA JOSETHI YACOUB
593;353;343;19;RISTHER YOUL SCAVONE
654;273;280;18;SERRA DO SALITRE-MG
[958, 823, 823, 958];[313, 314, 299, 300];-1;-1;NATURALIDADE
[322, 126, 127, 323];[303, 304, 321, 319];-1;-1;DATA DE NASCIMENTO
221;279;107;16;01/12/1995
512;237;295;16;C.NAS=263 LV=252 FL=366
815;197;115;16;BREJO-MA
[954, 840, 840, 954];[219, 221, 235, 234];-1;-1;DOC ORIGEM
718;157;160;16;848.633.640-67
[953, 919, 919, 952];[155, 155, 141, 140];-1;-1;CPF
868;79;60;16;NH 97
[643, 404, 405, 644];[41, 43, 61, 60];-1;-1;LEI Nº7 116 DE 29/08/83
538;102;187;17;BEE JANSSEN TRENCH
[643, 422, 423, 644];[76, 78, 91, 90];-1;-1;ASSINATURA DO DIRETOR
171;85;51;15;4 VIA
233;557;104;16;23/09/1951
[467, 372, 372, 468];[531, 531, 549, 546];-1;-1;EXPEDIÇÃO
[399, 469, 467, 400];[565, 564, 549, 550];-1;-1;DATA DE
