left;top;width;height;transcription
[50, 59, 41, 33];[596, 229, 229, 597];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
74;520;20;137;00.860.056-9
141;190;20;550;RHUDNER CARAGELASCO BENVENGA
[83, 86, 71, 73];[749, 681, 682, 750];-1;-1;REGISTRO
[99, 100, 88, 87];[749, 704, 704, 750];-1;-1;GERAL
[127, 129, 116, 115];[749, 707, 706, 750];-1;-1;NOME
[196, 198, 183, 182];[751, 688, 688, 751];-1;-1;FILIAÇÃO
206;458;18;280;BONOSI NEMET ALVINA
240;310;20;427;KACUTA PROBST MASSUCATO
[305, 310, 297, 293];[250, 94, 94, 252];-1;-1;DATA DE NASCIMENTO
316;157;16;104;10/11/2003
342;290;20;352;C.NAS=214 LV=225 FL=195
[361, 363, 350, 348];[755, 664, 664, 754];-1;-1;DOC ORIGEM
[292, 296, 283, 281];[752, 646, 646, 753];-1;-1;NATURALIDADE
305;583;16;158;ITUIUTABA-MG
367;519;23;222;MUTUNÓPOLIS-GO
406;539;18;162;530.156.768-30
[429, 430, 417, 418];[756, 728, 729, 756];-1;-1;CPF
470;696;15;52;NH 11
458;369;12;180;DANITIELE MORTATTI LIBBE
[489, 492, 479, 477];[516, 340, 341, 515];-1;-1;ASSINATURA DO DIRETOR
[516, 521, 505, 501];[517, 326, 326, 518];-1;-1;LEI Nº7 116 DE 29/08/83
482;133;16;53;3 VIA
83;143;18;114;18/09/1978
[93, 94, 80, 81];[355, 302, 301, 357];-1;-1;DATA DE
[109, 110, 95, 94];[356, 279, 279, 357];-1;-1;EXPEDIÇÃO
