left;top;width;height;transcription
293;61;464;23;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
254;93;165;21;67.818.013-1
103;95;87;17;REGISTRO
102;114;57;17;GERAL
101;160;55;18;NOME
101;219;81;20;FILIAÇÃO
108;244;300;26;VITORIA SAKUGA
107;287;285;23;MIRAYA OECKSLE
101;336;136;19;NATURALIDADE
106;362;203;22;COLATINA-ES
102;425;115;17;DOC ORIGEM
98;515;35;19;CPF
152;514;185;20;226.232.108-61
178;146;377;19;SALVARANI CIDE GEORGINI
104;448;351;19;C.NAS=344 LV=145 FL=407
104;478;225;16;SOUTO SOARES-BA
[408, 628, 628, 407];[597, 600, 585, 584];-1;-1;ASSINATURA DO DIRETOR
[400, 646, 646, 400];[629, 630, 611, 610];-1;-1;LEI Nº7 116 DE 29/08/83
758;96;111;16;09/01/1971
[597, 675, 672, 597];[98, 99, 115, 114];-1;-1;DATA DE
[600, 698, 696, 597];[132, 131, 114, 115];-1;-1;EXPEDIÇÃO
[914, 718, 720, 916];[342, 343, 360, 358];-1;-1;DATA DE NASCIMENTO
758;367;106;16;24/07/2010
