left;top;width;height;transcription
[374, 370, 382, 388];[170, 451, 450, 168];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
344;130;10;75;61.102.093-2
297;57;13;242;CRESCIULO TICHAUER AGUTULI
[319, 317, 325, 327];[55, 84, 85, 55];-1;-1;NOME
[350, 349, 358, 359];[56, 107, 107, 54];-1;-1;REGISTRO
[339, 337, 347, 347];[56, 90, 89, 55];-1;-1;GERAL
[343, 343, 352, 353];[320, 367, 367, 321];-1;-1;DATA DE
[332, 331, 343, 343];[321, 382, 380, 320];-1;-1;EXPEDIÇÃO
340;393;9;59;16/06/1967
185;419;9;60;28/06/1955
[211, 209, 199, 200];[418, 536, 536, 418];-1;-1;DATA DE NASCIMENTO
[269, 267, 258, 259];[54, 104, 103, 53];-1;-1;FILIAÇÃO
244;56;11;153;CORBI ABUJAMRA FENILI
224;56;10;162;NADAL FACIS CRISTANTE
[207, 205, 216, 218];[52, 133, 133, 53];-1;-1;NATURALIDADE
192;55;8;75;BACABAL-MA
[166, 165, 156, 156];[52, 120, 120, 52];-1;-1;DOC ORIGEM
133;55;16;188;C.NAS=53 LV=202 FL=59
121;52;9;62;QUIXELÔ-CE
[102, 103, 112, 112];[51, 72, 72, 50];-1;-1;CPF
62;53;9;75;512.720.246-87
[25, 22, 35, 38];[230, 380, 380, 230];-1;-1;LEI Nº7 116 DE 29/08/83
[47, 47, 57, 58];[241, 376, 376, 241];-1;-1;ASSINATURA DO DIRETOR
62;215;8;146;TITARELLI HADEK LAMMARDO
[96, 95, 105, 104];[421, 476, 476, 419];-1;-1;PIS/PASEP
56;513;7;27;NH 79
