left;top;width;height;transcription
276;51;455;18;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
189;100;158;19;99.079.952-9
96;86;84;15;REGISTRO
96;104;56;15;GERAL
94;139;53;16;NOME
90;176;239;19;JINA GERAB DAIL
93;215;78;16;FILIAÇÃO
91;254;411;20;ENOHATA GONRING ARNOLDI
92;293;417;21;FERRETI ALEIXO AMARTIELO
92;330;133;16;NATURALIDADE
89;369;117;22;UNA-BA
92;409;112;15;DOC ORIGEM
212;409;356;20;C.NAS=131 LV=73 FL=115
86;448;137;16;VACARIA-RS
[91, 125, 124, 92];[502, 502, 488, 488];-1;-1;CPF
86;565;58;16;NH 71
[372, 600, 599, 372];[579, 579, 565, 565];-1;-1;ASSINATURA DO DIRETOR
[376, 614, 613, 378];[612, 614, 594, 595];-1;-1;LEI Nº7 116 DE 29/08/83
781;561;53;16;2 VIA
682;365;116;18;21/12/2003
[710, 898, 898, 709];[346, 346, 331, 333];-1;-1;DATA DE NASCIMENTO
690;93;116;18;04/08/2018
[580, 675, 675, 579];[118, 119, 100, 101];-1;-1;EXPEDIÇÃO
[579, 650, 650, 579];[85, 85, 101, 101];-1;-1;DATA DE
