left;top;width;height;transcription
[635, 628, 606, 610];[306, 788, 787, 304];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[590, 588, 573, 574];[105, 194, 192, 104];-1;-1;REGISTRO
[556, 554, 571, 571];[104, 166, 164, 104];-1;-1;GERAL
582;217;18;137;89.833.703-3
[538, 535, 519, 522];[104, 160, 159, 103];-1;-1;NOME
500;115;19;404;BLUWOL BALBAO FIAMENGHI
[458, 456, 439, 441];[105, 183, 183, 103];-1;-1;FILIAÇÃO
420;113;19;379;CUPERTINO MOMOSE IRRAEL
379;119;19;327;DOMENE GIORGIO NERES
[338, 335, 321, 323];[102, 240, 240, 101];-1;-1;NATURALIDADE
305;113;23;395;SÃO SEBASTIÃO DO UATUMÃ-AM
263;240;22;317;CMC= WAGNER-BA ,SEDE
230;113;20;76;ITAÍ-SP
[257, 256, 242, 244];[103, 217, 217, 102];-1;-1;DOC ORIGEM
185;165;19;174;135.249.060-95
[177, 175, 158, 160];[101, 135, 134, 100];-1;-1;CPF
108;110;19;70;NH 88
108;333;12;187;ADINOLFI IBIRA CRAIG
[86, 83, 97, 100];[416, 642, 641, 417];-1;-1;ASSINATURA DO DIRETOR
[70, 66, 48, 50];[415, 660, 660, 413];-1;-1;LEI Nº7 116 DE 29/08/83
102;835;18;59;6 VIA
301;733;18;114;10/12/1963
[331, 329, 311, 317];[752, 954, 953, 750];-1;-1;DATA DE NASCIMENTO
578;738;19;122;15/10/2010
[584, 583, 567, 569];[611, 684, 683, 612];-1;-1;DATA DE
[550, 549, 566, 569];[613, 711, 710, 612];-1;-1;EXPEDIÇÃO
