left;top;width;height;transcription
[280, 746, 749, 280];[35, 24, 48, 61];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
220;75;175;22;75.964.769-0
[93, 177, 177, 93];[96, 95, 109, 110];-1;-1;REGISTRO
[93, 152, 152, 93];[129, 129, 115, 115];-1;-1;GERAL
[94, 149, 147, 93];[165, 165, 149, 151];-1;-1;NOME
122;151;431;28;OKUBARO INGA ISLER
123;236;523;27;SVERZUT ELIVANE KURODA
123;277;453;27;CALVEJANI LEHN HELLY
127;369;108;26;POÁ-SP
253;406;395;23;C.NAS=99 LV=243 FL=284
127;452;253;22;JUAZEIRINHO-PB
183;492;212;23;564.087.965-32
133;580;76;20;NH 84
[104, 138, 138, 103];[528, 527, 543, 545];-1;-1;CPF
[102, 217, 217, 101];[443, 440, 456, 459];-1;-1;DOC ORIGEM
[100, 235, 235, 98];[358, 356, 371, 375];-1;-1;NATURALIDADE
329;554;334;18;CORNIBERT DOIN BONASSA
[409, 631, 628, 409];[600, 595, 579, 585];-1;-1;ASSINATURA DO DIRETOR
[409, 647, 647, 408];[638, 630, 611, 616];-1;-1;LEI Nº7 116 DE 29/08/83
831;565;66;19;5 VIA
726;358;142;20;03/05/1986
[731, 928, 928, 732];[341, 337, 353, 359];-1;-1;DATA DE NASCIMENTO
720;64;149;22;09/04/2017
[588, 656, 656, 587];[98, 97, 81, 83];-1;-1;DATA DE
[588, 686, 684, 587];[118, 116, 97, 98];-1;-1;EXPEDIÇÃO
[95, 175, 175, 94];[231, 230, 250, 251];-1;-1;FILIAÇÃO
