left;top;width;height;transcription
[532, 521, 539, 549];[216, 582, 583, 216];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
498;130;18;137;87.679.304-2
[502, 500, 512, 513];[64, 130, 129, 61];-1;-1;REGISTRO
[487, 485, 497, 498];[63, 108, 107, 62];-1;-1;GERAL
[457, 456, 467, 468];[61, 104, 104, 61];-1;-1;NOME
431;50;24;418;VOROBOW SEMPLE HATSUME
[389, 389, 403, 402];[60, 122, 122, 59];-1;-1;FILIAÇÃO
364;50;20;426;BOGHOSIAN BRENGA TORELLI
333;48;19;320;NAKATSU CAPPELLI NE
268;48;18;166;TRINDADE-PE
[303, 300, 288, 291];[57, 164, 164, 57];-1;-1;NATURALIDADE
[225, 223, 236, 236];[56, 147, 146, 54];-1;-1;DOC ORIGEM
195;45;23;219;ITAPOROROCA-PB
165;87;19;161;137.080.643-48
[155, 156, 167, 167];[54, 81, 81, 53];-1;-1;CPF
101;45;18;68;NH 52
[64, 59, 75, 78];[293, 481, 483, 292];-1;-1;LEI Nº7 116 DE 29/08/83
113;230;14;265;MORIWAKI LODDI GALLEGO
[94, 89, 102, 106];[294, 468, 467, 293];-1;-1;ASSINATURA DO DIRETOR
89;604;16;53;7 VIA
258;529;21;112;17/11/2005
[290, 285, 272, 276];[555, 707, 707, 554];-1;-1;DATA DE NASCIMENTO
487;535;18;114;14/07/2017
[504, 502, 490, 492];[452, 509, 509, 451];-1;-1;DATA DE
[475, 473, 488, 489];[452, 529, 530, 451];-1;-1;EXPEDIÇÃO
229;147;19;308;C.NAS=210 LV=99 FL=367
