left;top;width;height;transcription
[178, 460, 460, 176];[49, 52, 66, 63];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
115;82;92;12;58.289.353-7
54;132;252;12;WILLIAM TERAMATSU IGLEZIAS
[62, 94, 94, 62];[115, 115, 125, 125];-1;-1;NOME
[62, 111, 112, 62];[82, 82, 91, 90];-1;-1;REGISTRO
[62, 62, 97, 96];[92, 101, 102, 93];-1;-1;GERAL
55;181;226;17;MELIAM KODAIRA STERMAN
56;206;241;16;REZEK HATHERLY SEGANTINI
[62, 110, 109, 62];[164, 165, 176, 176];-1;-1;FILIAÇÃO
[62, 144, 143, 61];[239, 240, 250, 249];-1;-1;NATURALIDADE
54;252;164;13;VÁRZEA BRANCA-PI
129;276;190;11;C.NAS=342 LV=429 FL=417
54;302;98;12;SONORA-MS
85;330;109;12;775.243.480-96
55;380;44;12;NH 88
[62, 82, 82, 61];[341, 342, 353, 351];-1;-1;CPF
[62, 130, 130, 62];[290, 291, 300, 300];-1;-1;DOC ORIGEM
195;370;182;9;GAROFALO FATARELLI ALBOR
[242, 377, 374, 244];[394, 395, 386, 386];-1;-1;ASSINATURA DO DIRETOR
[247, 389, 388, 242, 242];[418, 418, 406, 404, 418];-1;-1;LEI Nº7 116 DE 29/08/83
481;381;37;12;1 VIA
420;256;81;12;22/12/2006
[444, 563, 562, 444];[242, 243, 253, 252];-1;-1;DATA DE NASCIMENTO
418;83;79;12;27/03/1971
[360, 402, 402, 360];[84, 84, 94, 94];-1;-1;DATA DE
[360, 420, 418, 359];[105, 105, 95, 94];-1;-1;EXPEDIÇÃO
