left;top;width;height;transcription
[598, 591, 612, 618];[302, 758, 758, 304];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
559;237;18;136;46.255.211-1
[568, 566, 581, 582];[114, 207, 207, 114];-1;-1;REGISTRO
[551, 551, 566, 567];[113, 175, 175, 114];-1;-1;GERAL
[516, 516, 530, 531];[113, 167, 167, 111];-1;-1;NOME
481;114;20;366;PIMENTA BERNINI DEGAN
[439, 437, 452, 455];[112, 197, 197, 112];-1;-1;FILIAÇÃO
405;115;20;317;BRIZZI PELICANO OUKI
364;113;27;408;JIQUIRICA MOSCHIN VIZONA
[324, 321, 337, 339];[111, 251, 251, 111];-1;-1;NATURALIDADE
289;112;19;180;JANGADA-MT
[245, 243, 260, 261];[111, 232, 232, 110];-1;-1;DOC ORIGEM
209;114;22;388;C.NAS=184 LV=251 FL=489
[165, 165, 181, 181];[112, 149, 150, 110];-1;-1;CPF
134;104;13;164;SÃO BERNARDINO-SC
170;187;20;163;837.948.650-14
[87, 85, 100, 103];[405, 636, 636, 406];-1;-1;ASSINATURA DO DIRETOR
[55, 51, 72, 73];[409, 650, 650, 410];-1;-1;LEI Nº7 116 DE 29/08/83
90;755;16;61;NH 81
[560, 559, 575, 575, 561];[599, 671, 670, 596, 596];-1;-1;DATA DE
[546, 544, 561, 560];[595, 695, 695, 594];-1;-1;EXPEDIÇÃO
553;731;21;114;06/04/1980
282;755;16;114;05/02/1989
[314, 313, 328, 330];[730, 932, 931, 730];-1;-1;DATA DE NASCIMENTO
