left;top;width;height;transcription
[603, 230, 229, 603];[527, 531, 512, 508];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
548;467;125;15;32.259.097-8
[757, 692, 691, 758];[476, 477, 464, 463];-1;-1;REGISTRO
[757, 712, 713, 758];[449, 449, 462, 460];-1;-1;GERAL
[758, 715, 715, 758];[431, 432, 419, 419];-1;-1;NOME
506;400;247;16;NURY BERLINGA COP
[757, 692, 693, 757];[366, 366, 349, 349];-1;-1;FILIAÇÃO
428;299;322;16;HANNAH MATALLO ZANGRAN
[755, 647, 648, 757];[264, 265, 253, 253];-1;-1;NATURALIDADE
609;233;139;18;DIONÍSIO-MG
369;201;280;16;C.NAS=438 LV=403 FL=492
[754, 663, 663, 755];[197, 197, 186, 184];-1;-1;DOC ORIGEM
628;166;119;15;OLARIA-MG
570;131;138;16;306.941.442-74
[753, 727, 728, 754];[128, 128, 115, 115];-1;-1;CPF
402;95;172;11;SPURI AMICUCCI HYON
[508, 331, 332, 510];[72, 75, 87, 84];-1;-1;ASSINATURA DO DIRETOR
[509, 316, 316, 508];[58, 61, 46, 44];-1;-1;LEI Nº7 116 DE 29/08/83
689;66;58;15;NH 75
174;237;96;15;06/03/1981
[250, 93, 93, 250];[271, 272, 260, 258];-1;-1;DATA DE NASCIMENTO
168;471;106;15;22/02/1968
[365, 308, 308, 364];[480, 481, 468, 467];-1;-1;DATA DE
[363, 286, 286, 364];[452, 453, 469, 466];-1;-1;EXPEDIÇÃO
145;71;42;14;7 VIA
