left;top;width;height;transcription
[480, 198, 198, 482];[426, 423, 408, 411];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
451;377;92;17;60.457.155-0
[596, 546, 545, 597];[393, 394, 383, 384];-1;-1;REGISTRO
[596, 562, 562, 597];[373, 372, 382, 382];-1;-1;GERAL
[597, 564, 566, 597];[352, 351, 359, 361];-1;-1;NOME
374;332;230;17;FIKS TSUHA KOMATSUBARA
[598, 548, 550, 597];[301, 299, 311, 311];-1;-1;FILIAÇÃO
345;282;258;11;HULS GOLOVATY ZALANDAUSKAS
367;257;236;11;YUKIHARU DEUTSCH FALOTICO
[596, 514, 515, 597];[236, 235, 225, 227];-1;-1;NATURALIDADE
453;209;149;14;MATERLÂNDIA-MG
330;188;197;12;C.NAS=53 LV=130 FL=102
[597, 527, 527, 597];[186, 184, 173, 175];-1;-1;DOC ORIGEM
511;161;94;12;CUSTÓDIA-PE
485;134;89;9;839.175.906-70
[597, 576, 577, 598];[134, 133, 123, 123];-1;-1;CPF
562;85;43;12;NH 91
322;95;142;9;GUEVARA INONHE HSIN
[414, 281, 281, 414];[81, 80, 89, 91];-1;-1;ASSINATURA DO DIRETOR
[416, 270, 270, 416];[59, 57, 70, 71];-1;-1;LEI Nº7 116 DE 29/08/83
145;82;35;11;6 VIA
167;208;71;11;28/04/1995
[216, 95, 96, 216];[233, 232, 222, 223];-1;-1;DATA DE NASCIMENTO
162;380;77;17;28/10/2011
[298, 257, 256, 298];[392, 391, 382, 381];-1;-1;DATA DE
[298, 238, 240, 299];[369, 371, 380, 380];-1;-1;EXPEDIÇÃO
