left;top;width;height;transcription
[620, 611, 590, 597];[279, 740, 739, 279];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[582, 581, 566, 567];[89, 175, 175, 88];-1;-1;REGISTRO
[550, 551, 565, 565];[88, 145, 143, 87];-1;-1;GERAL
558;183;18;145;81.437.224-7
495;152;19;194;TOSHIHARU SH
[495, 493, 508, 509];[89, 138, 138, 88];-1;-1;NOME
[430, 429, 449, 449];[86, 163, 162, 86];-1;-1;FILIAÇÃO
404;89;20;286;MYE INTI YAMAGUTE
347;90;20;389;CALHADO KAYO MONTEBE
[319, 316, 331, 335];[85, 217, 216, 84];-1;-1;NATURALIDADE
286;89;26;203;CARAÍBAS-BA
[248, 246, 232, 232];[82, 201, 201, 82];-1;-1;DOC ORIGEM
204;85;24;151;ANAMÃ-AM
145;152;20;197;731.972.717-00
[145, 144, 161, 163];[80, 117, 117, 80];-1;-1;CPF
230;211;23;414;C.NAS=412 LV=103 FL=295
[79, 76, 93, 94];[395, 613, 613, 394];-1;-1;ASSINATURA DO DIRETOR
85;763;19;60;7 VIA
276;775;19;124;31/08/1986
[326, 322, 306, 309];[730, 922, 921, 729];-1;-1;DATA DE NASCIMENTO
547;780;18;117;09/08/1975
[561, 559, 574, 575];[575, 650, 650, 576];-1;-1;DATA DE
[544, 543, 559, 560];[576, 675, 675, 575];-1;-1;EXPEDIÇÃO
123;370;20;320;MAZZOLINI CABELEIRA
