left;top;width;height;transcription
[737, 278, 277, 738];[616, 602, 585, 597];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
678;555;159;20;47.032.406-5
[946, 861, 861, 947];[579, 579, 564, 565];-1;-1;REGISTRO
[946, 886, 890, 946];[548, 546, 561, 562];-1;-1;GERAL
[949, 894, 895, 948];[530, 527, 511, 515];-1;-1;NOME
373;474;562;26;CABETE MURILLA LANFRANCHI
[949, 869, 870, 949];[453, 450, 434, 435];-1;-1;FILIAÇÃO
381;397;553;26;COLDIBELLI GONZALES RESTU
439;359;498;26;BISI MICHIELETO ROBERSON
[952, 816, 815, 949];[337, 332, 317, 321];-1;-1;NATURALIDADE
[951, 837, 837, 951];[258, 257, 240, 243];-1;-1;DOC ORIGEM
[949, 917, 918, 951];[180, 178, 162, 164];-1;-1;CPF
863;101;75;19;NH 76
691;177;200;20;232.154.586-08
785;217;155;26;APORÁ-BA
602;291;333;29;RECURSOLÂNDIA-TO
[628, 392, 393, 632];[68, 60, 42, 49];-1;-1;LEI Nº7 116 DE 29/08/83
348;104;322;14;MENON NAKAGOME CARBONARA
[630, 413, 414, 628];[84, 75, 92, 98];-1;-1;ASSINATURA DO DIRETOR
179;81;57;18;7 VIA
191;278;140;20;16/01/2010
[322, 126, 128, 322];[318, 312, 297, 303];-1;-1;DATA DE NASCIMENTO
412;251;401;24;C.NAS=39 LV=113 FL=226
[382, 456, 456, 384];[565, 568, 553, 550];-1;-1;DATA DE
[456, 360, 360, 456];[535, 531, 550, 553];-1;-1;EXPEDIÇÃO
195;543;140;20;18/11/2007
