left;top;width;height;transcription
[50, 59, 80, 73];[760, 299, 300, 760];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[88, 89, 104, 103];[950, 864, 864, 951];-1;-1;REGISTRO
[120, 119, 105, 105];[951, 894, 896, 952];-1;-1;GERAL
94;711;18;145;81.437.224-7
156;693;19;194;TOSHIHARU SH
[175, 177, 162, 161];[950, 901, 901, 951];-1;-1;NOME
[240, 241, 221, 221];[953, 876, 877, 953];-1;-1;FILIAÇÃO
246;664;20;286;MYE INTI YAMAGUTE
303;560;20;389;CALHADO KAYO MONTEBE
[351, 354, 339, 335];[954, 822, 823, 955];-1;-1;NATURALIDADE
358;747;26;203;CARAÍBAS-BA
[422, 424, 438, 438];[957, 838, 838, 957];-1;-1;DOC ORIGEM
442;803;24;151;ANAMÃ-AM
505;690;20;197;731.972.717-00
[525, 526, 509, 507];[959, 922, 922, 959];-1;-1;CPF
417;414;23;414;C.NAS=412 LV=103 FL=295
[591, 594, 577, 576];[644, 426, 426, 645];-1;-1;ASSINATURA DO DIRETOR
566;216;19;60;7 VIA
375;140;19;124;31/08/1986
[344, 348, 364, 361];[309, 117, 118, 310];-1;-1;DATA DE NASCIMENTO
105;142;18;117;09/08/1975
[109, 111, 96, 95];[464, 389, 389, 463];-1;-1;DATA DE
[126, 127, 111, 110];[463, 364, 364, 464];-1;-1;EXPEDIÇÃO
527;349;20;320;MAZZOLINI CABELEIRA
