left;top;width;height;transcription
[519, 326, 326, 521];[37, 33, 49, 53];-1;-1;LEI Nº7 116 DE 29/08/83
389;84;193;12;ERRA ANAMELIA STELA
560;123;149;16;006.051.172-92
602;158;149;15;ITAPARICA-BA
[760, 760, 732, 732];[122, 134, 134, 121];-1;-1;CPF
300;186;352;19;C.NAS=469 LV=363 FL=128
[758, 668, 667, 759];[190, 190, 202, 203];-1;-1;DOC ORIGEM
593;222;156;16;IGREJINHA-RS
[759, 649, 648, 760];[258, 256, 268, 270];-1;-1;NATURALIDADE
397;286;355;18;PERENTE INAGUE BRAGATTI
452;320;298;18;OKAJIMA FOA TROVILHO
[753, 691, 691, 756, 756];[356, 356, 370, 369, 355];-1;-1;FILIAÇÃO
445;386;304;18;ARA TURANO FRANCHIM
[756, 710, 712, 756];[423, 421, 435, 436];-1;-1;NOME
[756, 707, 707, 753];[451, 451, 463, 463];-1;-1;GERAL
[754, 685, 685, 754];[469, 466, 481, 481];-1;-1;REGISTRO
533;452;135;19;73.732.596-3
152;448;116;18;06/04/2019
154;214;116;18;07/11/1954
[251, 92, 94, 252];[250, 247, 262, 263];-1;-1;DATA DE NASCIMENTO
[600, 228, 228, 601];[503, 497, 514, 520];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[358, 281, 281, 359];[445, 444, 460, 461];-1;-1;EXPEDIÇÃO
[359, 302, 304, 361];[475, 474, 461, 462];-1;-1;DATA DE
137;51;54;16;4 VIA
696;58;60;16;NH 19
336;63;186;15;ASSINATURA DO DIRETOR
