left;top;width;height;transcription
[669, 658, 635, 648];[318, 790, 790, 316];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
597;217;22;175;35.823.757-9
[633, 631, 616, 619];[131, 217, 216, 129];-1;-1;REGISTRO
[600, 600, 615, 615];[128, 188, 187, 129];-1;-1;GERAL
[580, 578, 564, 565];[128, 184, 183, 127];-1;-1;NOME
513;113;32;514;STEVANATO MALVEZI BECARI
[503, 501, 484, 484];[126, 207, 206, 126];-1;-1;FILIAÇÃO
435;117;28;448;DAHER PIVOTTO PINCA
394;112;27;566;TURTURA UTSUNOMIYA REGIS
[384, 379, 365, 368];[127, 264, 262, 126];-1;-1;NATURALIDADE
322;112;20;236;GUARACIABA-SC
[303, 300, 288, 289];[127, 241, 240, 125];-1;-1;DOC ORIGEM
275;243;23;413;C.NAS=210 LV=317 FL=300
240;113;31;307;NOVA MÓDICA-MG
[222, 220, 205, 206];[125, 158, 157, 123];-1;-1;CPF
201;166;23;213;330.849.153-26
125;108;22;82;NH 74
[138, 131, 117, 124];[422, 656, 655, 420];-1;-1;ASSINATURA DO DIRETOR
[107, 103, 83, 87];[426, 671, 670, 424];-1;-1;LEI Nº7 116 DE 29/08/83
106;827;19;67;9 VIA
307;726;23;152;25/04/1983
[366, 361, 347, 351];[765, 962, 961, 763];-1;-1;DATA DE NASCIMENTO
585;729;20;141;01/04/1994
[622, 619, 605, 607];[628, 703, 701, 627];-1;-1;DATA DE
[589, 586, 602, 606];[627, 727, 727, 628];-1;-1;EXPEDIÇÃO
