left;top;width;height;transcription
[635, 628, 606, 610];[306, 788, 787, 304];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[590, 588, 573, 574];[105, 194, 192, 104];-1;-1;REGISTRO
[556, 554, 571, 571];[104, 166, 164, 104];-1;-1;GERAL
582;216;18;138;43.798.814-4
[538, 535, 519, 522];[104, 160, 159, 103];-1;-1;NOME
500;115;19;458;BENEDUCCI CAVALARI DEBORAH
[458, 456, 439, 441];[105, 183, 183, 103];-1;-1;FILIAÇÃO
420;114;19;382;BENADUCCI BONFADINI LIDIO
379;119;19;430;BATAGLIA FRAGIACOMO GOVONI
[338, 335, 321, 323];[102, 240, 240, 101];-1;-1;NATURALIDADE
305;113;18;139;IPIXUNA-AM
263;240;27;333;CMC= ALEXÂNIA-GO ,SEDE
230;113;16;127;IBIPEBA-BA
[257, 256, 242, 244];[103, 217, 217, 102];-1;-1;DOC ORIGEM
185;162;19;176;450.742.565-42
[177, 175, 158, 160];[101, 135, 134, 100];-1;-1;CPF
108;110;19;70;NH 62
108;333;12;168;IWAI RUSILO RUZON
[86, 83, 97, 100];[416, 642, 641, 417];-1;-1;ASSINATURA DO DIRETOR
[70, 66, 48, 50];[415, 660, 660, 413];-1;-1;LEI Nº7 116 DE 29/08/83
102;836;18;58;5 VIA
301;731;18;116;22/04/2010
[331, 329, 311, 317];[752, 954, 953, 750];-1;-1;DATA DE NASCIMENTO
578;738;19;122;17/11/1957
[584, 583, 567, 569];[611, 684, 683, 612];-1;-1;DATA DE
[550, 549, 566, 569];[613, 711, 710, 612];-1;-1;EXPEDIÇÃO
