left;top;width;height;transcription
[45, 49, 37, 31];[454, 173, 174, 456];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
65;419;10;75;82.485.264-3
110;391;16;175;HAUTZ INABA ALCIMAR
[100, 102, 94, 92];[569, 540, 539, 569];-1;-1;NOME
[69, 70, 61, 60];[568, 517, 517, 570];-1;-1;REGISTRO
[80, 82, 72, 72];[568, 534, 535, 569];-1;-1;GERAL
[76, 76, 67, 66];[304, 257, 257, 303];-1;-1;DATA DE
[87, 88, 76, 76];[303, 242, 244, 304];-1;-1;EXPEDIÇÃO
70;172;9;60;21/12/2004
225;146;11;59;19/02/2011
[208, 210, 220, 219];[206, 88, 88, 206];-1;-1;DATA DE NASCIMENTO
[150, 152, 161, 160];[570, 520, 521, 571];-1;-1;FILIAÇÃO
165;419;10;148;TAUFFER TRIMER ALFIER
185;415;10;152;LOGLI KASHINA VITALO
[212, 214, 203, 201];[572, 491, 491, 571];-1;-1;NATURALIDADE
219;497;9;71;SAPEAÇU-BA
[253, 254, 263, 263];[572, 504, 504, 572];-1;-1;DOC ORIGEM
270;363;13;206;C.NAS=190 LV=489 FL=198
290;485;8;87;GUARACIAMA-MG
[317, 316, 307, 307];[573, 552, 552, 574];-1;-1;CPF
348;495;9;76;628.791.824-17
[394, 397, 384, 381];[394, 244, 244, 394];-1;-1;LEI Nº7 116 DE 29/08/83
[372, 372, 362, 361];[383, 248, 248, 383];-1;-1;ASSINATURA DO DIRETOR
349;275;7;134;HONGO FONTENLA GIBERTI
[323, 324, 314, 315];[203, 148, 148, 205];-1;-1;PIS/PASEP
356;85;7;26;NH 32
