left;top;width;height;transcription
[56, 61, 87, 81];[722, 276, 276, 725];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
107;625;22;175;70.773.444-7
[109, 110, 124, 123];[895, 815, 817, 896];-1;-1;REGISTRO
[142, 142, 128, 127];[896, 843, 845, 896];-1;-1;GERAL
[167, 168, 183, 182];[895, 846, 846, 897];-1;-1;NOME
194;364;23;535;KALLEU KRONEMBERGER DAHNE
[251, 252, 270, 268];[898, 822, 823, 898];-1;-1;FILIAÇÃO
278;475;28;426;ALMIR GIRALDI BAGNI
321;462;27;440;RABIATTI PARDI VERDE
[378, 381, 396, 394];[901, 772, 774, 901];-1;-1;NATURALIDADE
403;707;25;195;CAAPORÃ-PB
[464, 467, 481, 480];[902, 791, 792, 903];-1;-1;DOC ORIGEM
494;697;31;207;CAIÇARA-RS
[552, 553, 568, 568];[903, 871, 871, 904];-1;-1;CPF
536;648;22;211;630.084.925-25
622;826;22;82;NH 19
[657, 661, 682, 677];[626, 394, 395, 627];-1;-1;LEI Nº7 116 DE 29/08/83
640;176;18;61;9 VIA
603;481;13;209;MANGETTI QUEIQUE JAIME
[643, 644, 627, 626];[614, 406, 407, 614];-1;-1;ASSINATURA DO DIRETOR
[386, 388, 404, 401];[296, 107, 107, 296];-1;-1;DATA DE NASCIMENTO
422;164;20;142;24/11/2020
454;344;26;442;C.NAS=436 LV=43 FL=107
116;167;23;152;01/02/1956
[115, 116, 132, 132];[424, 356, 357, 425];-1;-1;DATA DE
[150, 151, 133, 133];[423, 331, 332, 425];-1;-1;EXPEDIÇÃO
