left;top;width;height;transcription
[523, 527, 511, 507];[519, 326, 326, 521];-1;-1;LEI Nº7 116 DE 29/08/83
464;397;12;185;SI YOSHIGA VERIDIANA
421;560;16;149;494.390.110-76
387;620;15;131;MIRANTE-BA
[438, 426, 426, 439];[760, 760, 732, 732];-1;-1;CPF
355;301;19;351;C.NAS=413 LV=449 FL=274
[370, 370, 358, 357];[758, 668, 667, 759];-1;-1;DOC ORIGEM
320;563;18;186;CRISTÓPOLIS-BA
[302, 304, 292, 290];[759, 649, 648, 760];-1;-1;NATURALIDADE
256;404;19;350;JAQUETTO PUMAR CONEGO
222;352;19;398;CARDOSO JURISBERG PAQUIELA
[204, 204, 190, 191, 205];[753, 691, 691, 756, 756];-1;-1;FILIAÇÃO
156;459;18;291;JINA GILBERTO ZAIDAN
[137, 139, 125, 124];[756, 710, 712, 756];-1;-1;NOME
[109, 109, 97, 97];[756, 707, 707, 753];-1;-1;GERAL
[91, 94, 79, 79];[754, 685, 685, 754];-1;-1;REGISTRO
89;535;19;133;14.529.529-1
94;152;18;114;13/05/1998
328;154;18;114;11/11/1974
[310, 313, 298, 297];[251, 92, 94, 252];-1;-1;DATA DE NASCIMENTO
[57, 63, 46, 40];[600, 228, 228, 601];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[115, 116, 100, 99];[358, 281, 281, 359];-1;-1;EXPEDIÇÃO
[85, 86, 99, 98];[359, 302, 304, 361];-1;-1;DATA DE
493;137;16;54;4 VIA
486;696;16;60;NH 12
482;336;15;186;ASSINATURA DO DIRETOR
