left;top;width;height;transcription
[178, 460, 460, 176];[53, 56, 71, 68];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
114;85;93;12;95.498.748-2
[62, 112, 113, 61];[86, 85, 96, 95];-1;-1;REGISTRO
[62, 96, 96, 61];[106, 107, 97, 97];-1;-1;GERAL
[61, 94, 92, 61];[127, 128, 120, 118];-1;-1;NOME
54;135;161;12;RINK IKARI GUIDONE
[60, 110, 108, 61];[178, 180, 168, 168];-1;-1;FILIAÇÃO
54;186;194;11;ABREU PALLA VALFREDO
55;211;202;11;SASAOKA NANNINI RIUICHI
[62, 144, 143, 61];[243, 244, 254, 252];-1;-1;NATURALIDADE
56;257;154;13;BURITINÓPOLIS-GO
131;274;206;17;C.NAS=243 LV=146 FL=225
[61, 131, 131, 61];[293, 295, 306, 304];-1;-1;DOC ORIGEM
53;307;94;11;LINHARES-ES
84;336;89;9;836.799.804-93
[61, 82, 81, 60];[345, 346, 356, 356];-1;-1;CPF
53;382;44;12;NH 63
195;370;173;14;BERTOLETTI ANNIBAL BUGNI
[244, 377, 377, 244];[398, 399, 390, 388];-1;-1;ASSINATURA DO DIRETOR
[242, 388, 388, 242];[420, 422, 409, 408];-1;-1;LEI Nº7 116 DE 29/08/83
479;386;34;11;3 VIA
420;260;70;11;24/08/1964
[442, 563, 562, 442];[246, 247, 257, 256];-1;-1;DATA DE NASCIMENTO
419;87;78;12;26/04/1968
[360, 401, 402, 360];[87, 88, 97, 98];-1;-1;DATA DE
[360, 420, 418, 359];[110, 108, 99, 99];-1;-1;EXPEDIÇÃO
