left;top;width;height;transcription
619;276;18;455;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
569;189;19;155;61.632.569-1
587;96;15;84;REGISTRO
569;96;15;56;GERAL
533;94;16;53;NOME
493;90;19;344;ALCKMIN SAITOU ABBAD
457;93;16;78;FILIAÇÃO
414;91;20;424;ROMBACH GALLEOTTI OLIONE
374;92;21;349;BERMUDEZ CYRILLO FEI
342;92;16;133;NATURALIDADE
297;89;22;218;ITAGIMIRIM-BA
264;92;15;112;DOC ORIGEM
259;212;20;356;C.NAS=99 LV=370 FL=205
224;87;20;335;TRÊS BARRAS DO PARANÁ-PR
[186, 186, 200, 200];[91, 125, 124, 92];-1;-1;CPF
107;86;16;60;NH 63
[109, 109, 123, 123];[372, 600, 599, 372];-1;-1;ASSINATURA DO DIRETOR
[76, 74, 94, 93];[376, 614, 613, 378];-1;-1;LEI Nº7 116 DE 29/08/83
111;782;16;52;7 VIA
305;682;18;114;21/05/1981
[342, 342, 357, 355];[710, 898, 898, 709];-1;-1;DATA DE NASCIMENTO
577;690;18;116;01/12/1984
[570, 569, 588, 587];[580, 675, 675, 579];-1;-1;EXPEDIÇÃO
[603, 603, 587, 587];[579, 650, 650, 579];-1;-1;DATA DE
