left;top;width;height;transcription
[738, 272, 272, 736];[607, 600, 622, 629];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
698;571;135;19;14.622.010-9
[931, 844, 845, 929];[579, 579, 595, 595];-1;-1;REGISTRO
[931, 875, 877, 931];[560, 560, 575, 575];-1;-1;GERAL
[928, 874, 874, 928];[525, 521, 538, 538];-1;-1;NOME
[935, 853, 854, 936];[444, 443, 462, 462];-1;-1;FILIAÇÃO
512;412;425;20;FEDERLE TACIRO STROESSER
609;370;326;22;SZUCKO ZOCAL PILAO
[936, 796, 798, 937];[339, 337, 353, 354];-1;-1;NATURALIDADE
658;300;284;24;IBITIÚRA DE MINAS-MG
[940, 821, 821, 940];[257, 256, 271, 273];-1;-1;DOC ORIGEM
[941, 903, 905, 941];[158, 157, 175, 175];-1;-1;CPF
887;106;60;16;NH 80
728;178;160;17;563.577.468-78
829;220;113;18;EMAS-PB
453;254;359;21;C.NAS=233 LV=412 FL=291
189;290;98;20;31/03/2014
[327, 133, 133, 328];[329, 325, 341, 344];-1;-1;DATA DE NASCIMENTO
214;562;112;17;14/06/1975
[436, 364, 365, 440];[568, 567, 583, 583];-1;-1;DATA DE
[437, 338, 338, 439];[552, 549, 567, 568];-1;-1;EXPEDIÇÃO
521;490;412;22;SILVINO SADASUE PRAZIAS
[641, 407, 407, 643];[59, 55, 74, 77];-1;-1;LEI Nº7 116 DE 29/08/83
522;108;203;15;NALIN DINAT MARTO
164;91;53;16;8 VIA
[643, 409, 410, 643];[86, 83, 98, 101];-1;-1;ASSINATURA DO DIRETOR
