left;top;width;height;transcription
[311, 782, 781, 308];[77, 90, 110, 100];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
359;130;137;20;84.707.113-3
[144, 332, 332, 142];[153, 158, 136, 134];-1;-1;REGISTRO GERAL
231;177;340;19;SAMECIMA IMAMURA BELI
[210, 142, 142, 210];[202, 201, 183, 185];-1;-1;NOME
[143, 241, 242, 141];[252, 253, 233, 231];-1;-1;FILIAÇÃO
246;269;178;12;PORTILHO ROSI FRELL
[142, 311, 311, 138];[314, 319, 335, 332];-1;-1;NATURALIDADE
[612, 851, 853, 610, 610];[342, 348, 332, 325, 342];-1;-1;DATA DE NASCIMENTO
[633, 856, 857, 632];[164, 169, 148, 144];-1;-1;DATA DE EXPEDIÇÃO
[755, 981, 981, 755];[607, 613, 595, 591];-1;-1;É PROIBIDO PLASTIFICAR
[421, 653, 653, 421];[622, 628, 612, 608];-1;-1;ASSINATURA DO DIRETOR
[416, 652, 653, 415, 414];[647, 653, 635, 629, 645];-1;-1;LEI Nº7 116 DE 29/08/83
434;565;240;17;JOANNA SHIGUEYOSHI RIYUJI
[136, 186, 185, 138];[512, 513, 495, 495];-1;-1;CPF
137;543;112;11;PACAEMBU-SP
207;495;110;12;813.568.819-98
[140, 285, 285, 139];[412, 415, 398, 393];-1;-1;DOC ORIGEM
314;396;411;19;CMC= BOA VISTA DAS MISSÕES-RS ,SEDE
313;433;259;15;C.NAS=72 LV=183 FL=167
245;234;208;15;HUMMEL SAHB HORII
858;148;95;15;12/11/1979
858;331;79;12;17/05/2014
314;317;118;13;GOIANÉSIA-GO
