left;top;width;height;transcription
[760, 299, 300, 760];[620, 611, 590, 597];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[950, 864, 864, 951];[582, 581, 566, 567];-1;-1;REGISTRO
[951, 894, 896, 952];[550, 551, 565, 565];-1;-1;GERAL
710;558;146;18;83.811.456-8
723;495;164;19;HEISE JULES
[950, 901, 901, 951];[495, 493, 508, 509];-1;-1;NOME
[953, 876, 877, 953];[430, 429, 449, 449];-1;-1;FILIAÇÃO
599;404;351;20;RUDA DULCINEIA YAKUW
594;346;356;27;ZAGHETTO SIRQUEIRA P
[954, 822, 823, 955];[319, 316, 331, 335];-1;-1;NATURALIDADE
746;286;204;20;ARAIOSES-MA
[957, 838, 838, 957];[248, 246, 232, 232];-1;-1;DOC ORIGEM
821;204;132;19;PAINS-MG
690;145;197;20;700.357.081-58
[959, 922, 922, 959];[145, 144, 161, 163];-1;-1;CPF
418;230;410;23;C.NAS=109 LV=366 FL=241
[644, 426, 426, 645];[79, 76, 93, 94];-1;-1;ASSINATURA DO DIRETOR
216;85;62;19;9 VIA
141;276;123;19;31/12/1982
[309, 117, 118, 310];[326, 322, 306, 309];-1;-1;DATA DE NASCIMENTO
142;547;117;18;09/03/1995
[464, 389, 389, 463];[561, 559, 574, 575];-1;-1;DATA DE
[463, 364, 364, 464];[544, 543, 559, 560];-1;-1;EXPEDIÇÃO
372;123;298;20;CINOTI MARIZA TAJIR
