left;top;width;height;transcription
[281, 282, 756, 752];[54, 79, 73, 51];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
214;98;135;16;00.183.907-8
[91, 176, 176, 92];[104, 104, 120, 120];-1;-1;REGISTRO
[91, 152, 149, 91];[138, 137, 121, 121];-1;-1;GERAL
[94, 146, 146, 93];[157, 158, 171, 172];-1;-1;NOME
116;175;365;23;CIMINO ROSOLEN BAYARD
[96, 174, 173, 93];[235, 233, 250, 250];-1;-1;FILIAÇÃO
116;256;381;18;ALESSANDER CLEFFE TOMIKO
118;293;438;19;GANCHO FAGARAZ ANTONIALLI
121;370;145;22;ARAPUÁ-MG
[97, 232, 232, 97];[352, 351, 366, 365];-1;-1;NATURALIDADE
[733, 929, 928, 732];[362, 361, 344, 346];-1;-1;DATA DE NASCIMENTO
729;370;102;16;19/05/1991
248;412;269;16;C.NAS=424 LV=265 FL=5
125;452;162;16;MALHADOR-SE
[101, 215, 215, 101];[446, 444, 430, 431];-1;-1;DOC ORIGEM
177;492;160;17;620.982.760-87
[102, 136, 136, 103];[510, 510, 524, 525];-1;-1;CPF
127;570;60;16;NH 97
[412, 651, 650, 411];[624, 622, 604, 605];-1;-1;LEI Nº7 116 DE 29/08/83
330;546;207;17;KULESZA AKEL LACOMBE
[412, 633, 632, 411];[589, 587, 574, 575];-1;-1;ASSINATURA DO DIRETOR
833;565;51;15;8 VIA
718;92;106;16;07/06/1980
[588, 683, 683, 587];[134, 134, 116, 119];-1;-1;EXPEDIÇÃO
[656, 586, 588, 655];[100, 101, 116, 115];-1;-1;DATA DE
