left;top;width;height;transcription
[279, 281, 746, 749, 278];[26, 26, 28, 48, 47];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
199;66;135;16;32.058.076-3
[85, 168, 167, 83];[76, 77, 91, 91];-1;-1;REGISTRO
[83, 140, 140, 85];[108, 109, 95, 94];-1;-1;GERAL
173;106;322;15;VICENTINI BAQUEIRO CAPUCCI
[83, 136, 136, 83];[129, 129, 144, 143];-1;-1;NOME
99;143;51;16;LIMA
[85, 161, 161, 83];[205, 206, 223, 222];-1;-1;FILIAÇÃO
99;223;306;16;RISSATO CHLOE PRESOTTO
97;261;312;18;VAHL NUBIA VIRECOULON
[83, 215, 215, 82];[324, 325, 338, 338];-1;-1;NATURALIDADE
99;340;187;16;MARAVILHAS-MG
222;382;248;15;C.NAS=67 LV=267 FL=13
[81, 195, 193, 82];[403, 404, 418, 417];-1;-1;DOC ORIGEM
99;421;154;15;IBIRACATU-MG
148;456;147;16;958.840.491-61
[80, 114, 114, 80];[483, 484, 498, 496];-1;-1;CPF
96;533;58;15;NH 93
303;523;293;12;FLEURY PASCHOALINOTO ZONATTO
[386, 606, 604, 386];[559, 559, 545, 545];-1;-1;ASSINATURA DO DIRETOR
[384, 623, 622, 383];[593, 594, 576, 575];-1;-1;LEI Nº7 116 DE 29/08/83
800;534;57;18;1 VIA
702;342;113;16;02/11/1997
[715, 913, 913, 714];[324, 325, 339, 340];-1;-1;DATA DE NASCIMENTO
705;68;104;15;14/06/2003
[581, 651, 650, 580];[76, 77, 92, 91];-1;-1;DATA DE
[581, 677, 677, 580];[96, 95, 109, 109];-1;-1;EXPEDIÇÃO
