left;top;width;height;transcription
62;51;19;70;NH 73
[10, 16, 35, 30];[333, 557, 559, 333];-1;-1;LEI Nº7 116 DE 29/08/83
76;260;16;338;ESPEDITO THENILE HILSDORF
[48, 51, 68, 63];[332, 540, 540, 332];-1;-1;ASSINATURA DO DIRETOR
146;98;19;175;943.070.920-82
[115, 117, 133, 130];[54, 86, 86, 54];-1;-1;CPF
187;50;20;311;FERREIRA GOMES-AP
[216, 221, 206, 201];[53, 159, 160, 53];-1;-1;DOC ORIGEM
237;163;20;362;C.NAS=368 LV=275 FL=223
271;47;25;303;GONÇALVES DIAS-MA
[300, 303, 290, 287];[52, 177, 177, 50];-1;-1;NATURALIDADE
359;43;24;432;LEPOS CAMPOS SCOTTON
401;44;26;533;KOPTE MASSETTO BARACHATI
480;46;22;436;BIANCA VALEJO PLOTEGHER
563;135;20;147;49.814.537-2
571;604;19;134;23/11/1959
73;707;18;59;2 VIA
285;608;19;124;01/11/1964
[424, 426, 411, 408];[49, 124, 123, 50];-1;-1;FILIAÇÃO
[505, 507, 492, 491];[47, 99, 97, 46];-1;-1;NOME
[526, 528, 542, 541];[47, 102, 101, 47];-1;-1;GERAL
[561, 562, 548, 546];[48, 127, 128, 47];-1;-1;REGISTRO
[592, 598, 617, 609];[220, 650, 649, 221];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[307, 312, 298, 293];[637, 815, 815, 637];-1;-1;DATA DE NASCIMENTO
[535, 537, 555, 550];[506, 597, 597, 503];-1;-1;EXPEDIÇÃO
[569, 571, 556, 555];[504, 573, 573, 505];-1;-1;DATA DE
