left;top;width;height;transcription
[875, 326, 328, 878];[774, 766, 788, 796];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
798;712;184;24;10.997.333-1
[1104, 990, 992, 1106];[733, 729, 749, 751];-1;-1;REGISTRO
[1106, 1035, 1036, 1106];[712, 709, 730, 731];-1;-1;GERAL
311;659;698;28;COLELLO NABARRETE BUSSOLOTTI
[1106, 1040, 1042, 1109];[666, 663, 686, 687];-1;-1;NOME
929;615;170;23;MONTEIRO
[1106, 1008, 1009, 1107];[564, 563, 583, 583];-1;-1;FILIAÇÃO
545;515;553;27;DESIO SCARASSATTI HYESUK
653;466;451;24;LAURINDA ANUATTI ARIZA
[1111, 945, 946, 1111];[419, 415, 437, 438];-1;-1;NATURALIDADE
915;371;187;24;RIALMA-GO
489;316;462;26;C.NAS=473 LV=149 FL=255
[1111, 966, 966, 1111];[319, 318, 338, 339];-1;-1;DOC ORIGEM
757;268;348;23;MUNHOZ DE MELO-PR
[1110, 1069, 1070, 1115];[215, 215, 237, 236];-1;-1;CPF
819;217;224;24;141.173.427-03
1017;164;103;14;ARUANÃ-GO
[758, 484, 485, 760];[119, 114, 131, 137];-1;-1;ASSINATURA DO DIRETOR
[753, 469, 469, 754];[74, 70, 97, 97];-1;-1;LEI Nº7 116 DE 29/08/83
195;111;73;22;2 VIA
234;359;155;25;16/06/1961
[371, 126, 127, 371];[408, 403, 425, 428];-1;-1;DATA DE NASCIMENTO
235;706;149;22;24/05/2020
[525, 403, 402, 527];[706, 701, 724, 725];-1;-1;EXPEDIÇÃO
[527, 434, 435, 528];[746, 742, 724, 724];-1;-1;DATA DE
1019;120;87;23;NH 60
