left;top;width;height;transcription
[761, 313, 312, 760];[722, 724, 702, 697];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
683;652;177;22;99.971.459-4
571;565;383;20;NOTARI PAROLI DELAPRIA
541;484;412;18;MANARIM GRAZIELE DELLATORRE
541;440;408;19;BERNADETE ERMIRIO SANTILI
765;360;185;18;BOMBINHAS-SC
525;319;306;19;C.NAS=170 LV=117 FL=183
679;276;271;18;CORONEL MACEDO-SP
727;235;175;19;077.003.408-03
871;145;75;19;NH 04
[642, 413, 414, 643];[103, 104, 123, 123];-1;-1;LEI Nº7 116 DE 29/08/83
454;168;267;14;BRIZENO FABRICIO MONICO
[644, 430, 432, 643];[140, 142, 156, 155];-1;-1;ASSINATURA DO DIRETOR
[942, 908, 909, 941];[197, 197, 214, 213];-1;-1;CPF
[942, 815, 816, 943];[387, 389, 374, 373];-1;-1;NATURALIDADE
[945, 870, 870, 945];[516, 515, 500, 500];-1;-1;FILIAÇÃO
[947, 868, 868, 948];[657, 657, 644, 642];-1;-1;REGISTRO
[946, 893, 894, 950];[622, 622, 638, 638];-1;-1;GERAL
[946, 895, 895, 948];[600, 600, 585, 586];-1;-1;NOME
[475, 410, 410, 476];[660, 660, 644, 644];-1;-1;DATA DE
[473, 382, 385, 474];[624, 624, 643, 641];-1;-1;EXPEDIÇÃO
257;659;124;18;28/01/1999
255;364;114;18;18/01/1954
218;152;59;18;9 VIA
[941, 834, 834, 941];[302, 301, 285, 286];-1;-1;DOC ORIGEM
[340, 150, 150, 339];[390, 391, 377, 375];-1;-1;DATA DE NASCIMENTO
393;230;195;28;57679/3393
