left;top;width;height;transcription
230;36;367;18;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
154;77;148;19;46.805.847-3
76;72;69;13;REGISTRO
77;86;47;14;GERAL
76;116;44;14;NOME
76;144;249;18;AREKAKI HARRYSON
77;181;62;15;FILIAÇÃO
77;281;106;14;NATURALIDADE
79;243;480;18;BACCHIOCCHI FEDORENKO AMBROZIN
76;304;131;22;PIRAPÓ-RS
76;347;92;13;DOC ORIGEM
77;375;188;18;AURIFLAMA-SP
76;415;26;13;CPF
75;474;64;16;NH 49
116;407;135;14;445.434.707-70
175;342;227;14;C.NAS=217 LV=95 FL=76
[316, 507, 507, 316];[500, 501, 516, 516];-1;-1;LEI Nº7 116 DE 29/08/83
[576, 728, 728, 575];[283, 284, 295, 295];-1;-1;DATA DE NASCIMENTO
553;308;96;14;24/09/1992
634;474;43;14;4 VIA
284;458;148;9;ISUMI TOMIZUKA ZULZKE
[317, 491, 490, 317];[487, 488, 476, 476];-1;-1;ASSINATURA DO DIRETOR
554;78;124;18;26/08/2004
467;72;60;14;DATA DE
466;86;79;14;EXPEDIÇÃO
376;405;149;25;95710/6429
