left;top;width;height;transcription
[328, 877, 875, 325];[69, 77, 55, 47];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
221;107;184;24;59.887.898-1
[99, 213, 211, 97];[110, 114, 94, 92];-1;-1;REGISTRO
[97, 168, 167, 97];[131, 134, 113, 112];-1;-1;GERAL
195;156;676;28;MINAMIHARA SCHREIBER RIGATTO
[97, 163, 161, 94];[177, 180, 157, 156];-1;-1;NOME
104;205;158;23;BARBOSA
[97, 195, 194, 96];[279, 280, 260, 260];-1;-1;FILIAÇÃO
103;301;605;27;ASSONUMA GARNICA EDMILSON
99;353;408;24;ELENA CAVICHIA ROIHA
[92, 258, 257, 92];[424, 428, 406, 405];-1;-1;NATURALIDADE
100;448;291;24;TIBAU DO SUL-RN
252;501;457;26;C.NAS=265 LV=320 FL=151
[92, 237, 237, 92];[524, 525, 505, 504];-1;-1;DOC ORIGEM
98;552;356;23;BARRA DO CORDA-MA
[93, 134, 133, 88];[628, 628, 606, 607];-1;-1;CPF
160;602;224;24;174.009.511-14
83;667;125;12;COLORADO-RS
[445, 719, 718, 443];[724, 729, 712, 706];-1;-1;ASSINATURA DO DIRETOR
[450, 734, 734, 449];[769, 773, 746, 746];-1;-1;LEI Nº7 116 DE 29/08/83
935;710;73;22;7 VIA
814;459;158;23;14/09/2012
[832, 1077, 1076, 832];[435, 440, 418, 415];-1;-1;DATA DE NASCIMENTO
819;115;150;22;02/07/2005
[678, 800, 801, 676];[137, 142, 119, 118];-1;-1;EXPEDIÇÃO
[676, 769, 768, 675];[97, 101, 119, 119];-1;-1;DATA DE
97;700;87;23;NH 54
