left;top;width;height;transcription
[875, 326, 328, 878];[774, 766, 788, 796];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
794;712;190;24;40.136.029-5
[1104, 990, 992, 1106];[733, 729, 749, 751];-1;-1;REGISTRO
[1106, 1035, 1036, 1106];[712, 709, 730, 731];-1;-1;GERAL
560;659;448;28;BAN FORTULAN LOULY
[1106, 1040, 1042, 1109];[666, 663, 686, 687];-1;-1;NOME
887;615;212;23;NASCIMENTO
[1106, 1008, 1009, 1107];[564, 563, 583, 583];-1;-1;FILIAÇÃO
430;515;669;27;MIYADAIRA FONTEBASSO FUTIWAKI
696;466;408;24;DANES ANDREA ADDAD
[1111, 945, 946, 1111];[419, 415, 437, 438];-1;-1;NATURALIDADE
854;371;248;24;BOM JESUS-RS
489;316;462;26;C.NAS=464 LV=129 FL=126
[1111, 966, 966, 1111];[319, 318, 338, 339];-1;-1;DOC ORIGEM
788;268;317;23;CORONEL PILAR-RS
[1110, 1069, 1070, 1115];[215, 215, 237, 236];-1;-1;CPF
819;217;224;24;746.384.853-16
937;164;183;13;MARAJÁ DO SENA-MA
[758, 484, 485, 760];[119, 114, 131, 137];-1;-1;ASSINATURA DO DIRETOR
[753, 469, 469, 754];[74, 70, 97, 97];-1;-1;LEI Nº7 116 DE 29/08/83
195;111;72;22;1 VIA
230;361;160;23;04/08/2016
[371, 126, 127, 371];[408, 403, 425, 428];-1;-1;DATA DE NASCIMENTO
238;706;146;22;09/03/1961
[525, 403, 402, 527];[706, 701, 724, 725];-1;-1;EXPEDIÇÃO
[527, 434, 435, 528];[746, 742, 724, 724];-1;-1;DATA DE
1022;120;84;23;NH 21
