left;top;width;height;transcription
[279, 281, 746, 749, 278];[26, 26, 28, 48, 47];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
198;66;135;16;48.600.827-7
[85, 168, 167, 83];[76, 77, 91, 91];-1;-1;REGISTRO
[83, 140, 140, 85];[108, 109, 95, 94];-1;-1;GERAL
174;106;287;15;MANZZOLLA BONELLO ZEM
[83, 136, 136, 83];[129, 129, 144, 143];-1;-1;NOME
99;143;97;16;PEREIRA
[85, 161, 161, 83];[205, 206, 223, 222];-1;-1;FILIAÇÃO
99;223;266;16;DAMARIS OKU REPETTO
98;261;336;18;LIAMARA JOSEFIK GEISIELE
[83, 215, 215, 82];[324, 325, 338, 338];-1;-1;NATURALIDADE
100;340;182;16;TERRA NOVA-BA
222;382;235;15;C.NAS=2 LV=406 FL=87
[81, 195, 193, 82];[403, 404, 418, 417];-1;-1;DOC ORIGEM
99;421;138;15;ITIRAPINA-SP
149;456;148;16;150.261.928-82
[80, 114, 114, 80];[483, 484, 498, 496];-1;-1;CPF
96;533;58;15;NH 38
302;523;241;12;GAVAZZA KICUE PIETRAFESA
[386, 606, 604, 386];[559, 559, 545, 545];-1;-1;ASSINATURA DO DIRETOR
[384, 623, 622, 383];[593, 594, 576, 575];-1;-1;LEI Nº7 116 DE 29/08/83
800;534;57;18;1 VIA
704;342;112;16;16/01/1989
[715, 913, 913, 714];[324, 325, 339, 340];-1;-1;DATA DE NASCIMENTO
703;68;106;15;05/01/1988
[581, 651, 650, 580];[76, 77, 92, 91];-1;-1;DATA DE
[581, 677, 677, 580];[96, 95, 109, 109];-1;-1;EXPEDIÇÃO
