left;top;width;height;transcription
[740, 273, 274, 740];[635, 621, 599, 613];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
679;578;145;19;25.043.976-1
479;499;447;22;MATSUSHITA BAUAB BITELLO
[929, 878, 879, 931];[535, 533, 519, 521];-1;-1;NOME
[856, 932, 933, 856];[457, 458, 443, 441];-1;-1;FILIAÇÃO
[846, 930, 930, 846];[586, 589, 571, 571];-1;-1;REGISTRO
[930, 871, 871, 928];[554, 553, 567, 570];-1;-1;GERAL
387;413;541;28;TAKAKURA MUCCHIOTTI ABURESI
576;384;347;22;MASETTI EMIKA RIGONI
[934, 801, 801, 937];[340, 337, 322, 327];-1;-1;NATURALIDADE
783;309;145;20;ITINGA-MG
415;267;392;23;C.NAS=188 LV=38 FL=441
567;231;363;25;BOA VISTA DO BURICÁ-RS
685;192;199;20;441.909.113-48
[936, 824, 824, 938];[261, 256, 243, 246];-1;-1;DOC ORIGEM
[940, 907, 910, 941];[180, 180, 163, 165];-1;-1;CPF
864;117;74;19;NH 87
386;120;335;18;MUR STEFANELLI MERCHED
[642, 422, 423, 640];[98, 92, 109, 114];-1;-1;ASSINATURA DO DIRETOR
[643, 406, 405, 642];[65, 59, 77, 85];-1;-1;LEI Nº7 116 DE 29/08/83
179;99;58;18;3 VIA
206;295;124;19;21/12/1958
[305, 109, 110, 305];[325, 319, 307, 311];-1;-1;DATA DE NASCIMENTO
204;564;114;18;10/06/1990
[435, 368, 370, 437];[575, 573, 559, 562];-1;-1;DATA DE
[438, 342, 343, 435];[543, 539, 558, 559];-1;-1;EXPEDIÇÃO
