left;top;width;height;transcription
[503, 498, 514, 518];[229, 595, 595, 228];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
470;144;17;116;09.311.189-7
[486, 485, 473, 473];[80, 146, 145, 80];-1;-1;REGISTRO
[458, 458, 469, 471];[80, 126, 125, 80];-1;-1;GERAL
[441, 441, 429, 429];[79, 120, 121, 79];-1;-1;NOME
405;62;15;201;MOLL JUNS DASSAN
[377, 376, 361, 362];[78, 142, 141, 77];-1;-1;FILIAÇÃO
340;60;15;254;ZENSHI PRAES MELLINA
302;61;20;267;SEFRIN JOSELEIDE FRANCI
262;77;14;108;NATURALIDADE
196;77;14;92;DOC ORIGEM
143;101;16;139;359.207.915-86
[128, 129, 142, 140];[76, 101, 102, 74];-1;-1;CPF
78;61;15;58;NH 52
[37, 34, 53, 54];[313, 503, 503, 313];-1;-1;LEI Nº7 116 DE 29/08/83
86;251;12;218;DIPOLITTO TAKAYOSHI YUBA
[68, 66, 78, 79];[315, 487, 487, 315];-1;-1;ASSINATURA DO DIRETOR
76;621;15;49;9 VIA
172;61;18;255;CRUZEIRO DO IGUAÇU-PR
[271, 270, 257, 259];[576, 726, 727, 574];-1;-1;DATA DE NASCIMENTO
242;62;15;216;MONTE CASTELO-SC
470;545;12;81;04/12/1995
[482, 481, 469, 470];[467, 525, 524, 467];-1;-1;DATA DE
[455, 455, 467, 469];[466, 547, 546, 466];-1;-1;EXPEDIÇÃO
236;542;18;124;05/04/2006
204;157;20;363;C.NAS=203 LV=344 FL=226
