left;top;width;height;transcription
[590, 588, 610, 613];[281, 746, 746, 280];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[548, 547, 560, 560];[88, 172, 171, 87];-1;-1;REGISTRO
[529, 529, 542, 542];[88, 144, 143, 87];-1;-1;GERAL
[495, 494, 509, 508];[89, 140, 140, 88];-1;-1;NOME
541;202;16;125;37.547.054-2
538;701;17;114;27/11/1950
[527, 527, 544, 543];[581, 675, 675, 580];-1;-1;EXPEDIÇÃO
[560, 560, 545, 546];[580, 647, 646, 580];-1;-1;DATA DE
[299, 298, 312, 312];[718, 912, 911, 717];-1;-1;DATA DE NASCIMENTO
267;702;16;114;23/03/1989
71;800;16;55;2 VIA
[43, 41, 59, 62];[392, 629, 629, 390];-1;-1;LEI Nº7 116 DE 29/08/83
102;311;12;216;HERCULANO FAGA MARISE
[77, 76, 91, 91];[390, 611, 611, 391];-1;-1;ASSINATURA DO DIRETOR
72;105;18;68;NH 13
[140, 140, 154, 153];[89, 122, 122, 87];-1;-1;CPF
150;153;18;164;446.499.500-40
[220, 220, 235, 235];[87, 200, 200, 88];-1;-1;DOC ORIGEM
[299, 298, 314, 313];[87, 221, 221, 86];-1;-1;NATURALIDADE
[415, 415, 432, 432];[87, 166, 166, 86];-1;-1;FILIAÇÃO
461;101;18;447;FABRIZZIO LAROCCA CARAGELASCO
384;101;18;401;HEVERTON GRAZIANI CASTALDIM
345;103;18;324;LAUDISSI MELLEIRO ADONI
269;101;16;260;TENENTE PORTELA-RS
228;227;18;307;C.NAS=428 LV=292 FL=365
188;104;22;280;AMÉRICA DOURADA-BA
