left;top;width;height;transcription
[596, 226, 226, 598];[507, 504, 523, 524];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
542;476;116;15;53.104.513-4
[757, 684, 684, 759];[491, 489, 477, 476];-1;-1;REGISTRO
[757, 707, 708, 758];[461, 460, 473, 473];-1;-1;GERAL
[757, 712, 713, 757];[421, 419, 435, 434];-1;-1;NOME
442;435;236;15;FEI TAQUEDA MITSUGUI
446;381;231;14;TORINI DELLOSSO PYUNG
[757, 689, 690, 757];[366, 366, 381, 380];-1;-1;FILIAÇÃO
383;326;356;20;MORCELLI CESTAROLLI SAGAYAMA
610;298;69;12;RIBEIRO
[755, 644, 644, 755];[275, 274, 289, 289];-1;-1;NATURALIDADE
486;254;270;18;CAMPO LIMPO PAULISTA-SP
[757, 659, 659, 757];[211, 210, 194, 194];-1;-1;DOC ORIGEM
[757, 728, 728, 757];[134, 133, 120, 120];-1;-1;CPF
449;201;192;15;PEDRAS DE FOGO-PB
378;173;262;16;CMC= MOSTARDAS-RS ,SEDE
397;146;244;15;C.NAS=64 LV=302 FL=339
583;121;134;14;768.789.684-02
[511, 314, 314, 511];[37, 34, 50, 51];-1;-1;LEI Nº7 116 DE 29/08/83
[503, 318, 319, 504];[59, 57, 70, 70];-1;-1;ASSINATURA DO DIRETOR
240;88;182;9;LUPPI MUGIUDA GUARIENTE
[259, 95, 95, 261];[288, 286, 273, 273];-1;-1;DATA DE NASCIMENTO
208;474;96;16;12/03/2019
[391, 308, 308, 391];[458, 458, 475, 473];-1;-1;EXPEDIÇÃO
[391, 328, 329, 390];[489, 489, 475, 474];-1;-1;DATA DE
190;254;117;18;21/01/2015
