left;top;width;height;transcription
[61, 63, 41, 38];[741, 276, 276, 742];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[103, 104, 91, 91];[934, 850, 851, 935];-1;-1;REGISTRO
[122, 122, 109, 109];[934, 878, 879, 935];-1;-1;GERAL
[156, 157, 142, 143];[933, 882, 882, 934];-1;-1;NOME
94;695;16;123;73.675.629-2
96;207;16;113;31/05/1988
[124, 124, 107, 108];[441, 347, 347, 442];-1;-1;EXPEDIÇÃO
[91, 91, 106, 105];[442, 375, 376, 442];-1;-1;DATA DE
[352, 353, 339, 339];[304, 110, 111, 305];-1;-1;DATA DE NASCIMENTO
368;206;16;114;29/09/1988
564;167;16;56;4 VIA
[608, 610, 592, 589];[630, 393, 393, 632];-1;-1;LEI Nº7 116 DE 29/08/83
537;479;13;232;HASMANN GATTOLIN RONAN
[574, 575, 560, 560];[632, 411, 411, 631];-1;-1;ASSINATURA DO DIRETOR
561;849;20;68;NH 75
[511, 511, 497, 498];[933, 900, 900, 935];-1;-1;CPF
483;704;19;162;173.599.871-05
[431, 431, 416, 416];[935, 822, 822, 934];-1;-1;DOC ORIGEM
[352, 353, 337, 338];[935, 801, 801, 936];-1;-1;NATURALIDADE
[236, 236, 219, 219];[935, 856, 856, 936];-1;-1;FILIAÇÃO
172;682;18;238;BOHN PANOS NALDI
249;515;18;406;ROMEU HELLEBREKERS SHINODA
288;626;18;293;BOGNI WEIZEN LUCIANO
361;770;21;152;IBIRAPUÃ-BA
405;514;18;281;C.NAS=466 LV=5 FL=146
440;752;23;165;TRÊS RIOS-RJ
