left;top;width;height;transcription
[39, 45, 67, 59];[774, 312, 312, 777];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
74;734;20;135;79.233.452-8
[87, 88, 101, 100];[962, 877, 878, 962];-1;-1;REGISTRO
[118, 119, 105, 104];[963, 905, 906, 963];-1;-1;GERAL
[139, 139, 153, 153];[963, 909, 910, 964];-1;-1;NOME
152;542;18;430;APOSTOLICO PEDRONI TALAMONTE
[213, 214, 231, 231];[964, 885, 886, 969];-1;-1;FILIAÇÃO
232;554;18;418;NAVAZINAS POLLYANNA FAZOLIN
269;699;18;274;CLEBER MORAD BUDRI
[332, 334, 349, 347];[965, 830, 831, 965];-1;-1;NATURALIDADE
347;834;18;137;BAYEUX-PB
[410, 411, 426, 425];[965, 851, 851, 965];-1;-1;DOC ORIGEM
427;690;16;280;LAJEADO DO BUGRE-RS
390;551;16;295;C.NAS=136 LV=440 FL=129
[341, 344, 358, 356];[336, 145, 145, 335];-1;-1;DATA DE NASCIMENTO
354;260;16;104;11/01/2010
81;251;21;113;02/04/1987
[92, 94, 107, 106];[470, 399, 399, 470];-1;-1;DATA DE
[124, 126, 109, 107];[470, 373, 374, 472];-1;-1;EXPEDIÇÃO
538;915;20;58;NH 44
[588, 591, 612, 608];[669, 430, 430, 671];-1;-1;LEI Nº7 116 DE 29/08/83
536;469;15;280;DUNNE HIRAISHI BATTISTA
[573, 577, 560, 556];[668, 450, 450, 667];-1;-1;ASSINATURA DO DIRETOR
551;216;15;51;9 VIA
[505, 507, 490, 489];[966, 931, 930, 966];-1;-1;CPF
