left;top;width;height;transcription
[607, 600, 622, 629];[296, 762, 762, 298];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
571;201;19;135;14.622.010-9
[579, 579, 595, 595];[103, 190, 189, 105];-1;-1;REGISTRO
[560, 560, 575, 575];[103, 159, 157, 103];-1;-1;GERAL
[525, 521, 538, 538];[106, 160, 160, 106];-1;-1;NOME
[444, 443, 462, 462];[99, 181, 180, 98];-1;-1;FILIAÇÃO
412;97;20;425;FEDERLE TACIRO STROESSER
370;99;22;326;SZUCKO ZOCAL PILAO
[339, 337, 353, 354];[98, 238, 236, 97];-1;-1;NATURALIDADE
300;92;24;284;IBITIÚRA DE MINAS-MG
[257, 256, 271, 273];[94, 213, 213, 94];-1;-1;DOC ORIGEM
[158, 157, 175, 175];[93, 131, 129, 93];-1;-1;CPF
106;87;16;60;NH 80
178;146;17;160;563.577.468-78
220;92;18;113;EMAS-PB
254;222;21;359;C.NAS=233 LV=412 FL=291
290;747;20;98;31/03/2014
[329, 325, 341, 344];[707, 901, 901, 706];-1;-1;DATA DE NASCIMENTO
562;708;17;112;14/06/1975
[568, 567, 583, 583];[598, 670, 669, 594];-1;-1;DATA DE
[552, 549, 567, 568];[597, 696, 696, 595];-1;-1;EXPEDIÇÃO
490;101;22;412;SILVINO SADASUE PRAZIAS
[59, 55, 74, 77];[393, 627, 627, 391];-1;-1;LEI Nº7 116 DE 29/08/83
108;309;15;203;NALIN DINAT MARTO
91;817;16;53;8 VIA
[86, 83, 98, 101];[391, 625, 624, 391];-1;-1;ASSINATURA DO DIRETOR
