left;top;width;height;transcription
619;276;18;455;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
569;189;19;158;34.038.733-6
587;96;15;84;REGISTRO
569;96;15;56;GERAL
533;94;16;53;NOME
493;91;19;387;SATOSHI VICTORAZZI SORCI
457;93;16;78;FILIAÇÃO
414;91;20;354;RENOIR RISTORI KRUKAS
374;91;20;416;CAPELLARI SHIRAIVA VASEN
342;92;16;133;NATURALIDADE
297;89;22;281;SALTO VELOSO-SC
264;92;15;112;DOC ORIGEM
259;212;20;372;C.NAS=255 LV=152 FL=416
224;86;20;253;ÁGUAS FORMOSAS-MG
[186, 186, 200, 200];[91, 125, 124, 92];-1;-1;CPF
107;86;16;60;NH 54
[109, 109, 123, 123];[372, 600, 599, 372];-1;-1;ASSINATURA DO DIRETOR
[76, 74, 94, 93];[376, 614, 613, 378];-1;-1;LEI Nº7 116 DE 29/08/83
111;781;16;53;8 VIA
305;684;18;114;12/09/1963
[342, 342, 357, 355];[710, 898, 898, 709];-1;-1;DATA DE NASCIMENTO
577;690;18;117;24/04/1986
[570, 569, 588, 587];[580, 675, 675, 579];-1;-1;EXPEDIÇÃO
[603, 603, 587, 587];[579, 650, 650, 579];-1;-1;DATA DE
