left;top;width;height;transcription
[535, 529, 510, 515];[242, 613, 613, 240];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[496, 495, 483, 483];[89, 158, 156, 90];-1;-1;REGISTRO
[468, 467, 481, 482];[88, 132, 133, 90];-1;-1;GERAL
480;164;16;125;09.425.874-0
[493, 490, 479, 480];[481, 536, 535, 480];-1;-1;DATA DE
[465, 464, 478, 478];[481, 559, 558, 481];-1;-1;EXPEDIÇÃO
477;563;15;99;02/05/1955
[450, 452, 438, 437];[133, 88, 88, 132];-1;-1;NOME
414;85;16;259;KAWAICHI PETTY ODAN
[388, 386, 371, 372];[87, 150, 151, 87];-1;-1;FILIAÇÃO
350;82;15;237;WAKIM FABIANI UTSUMI
315;83;16;363;TRIVELLATO USTRA PAULIELLO
[288, 285, 272, 273];[86, 195, 194, 87];-1;-1;NATURALIDADE
251;82;15;131;MURITIBA-BA
[218, 217, 204, 206];[86, 176, 176, 85];-1;-1;DOC ORIGEM
184;83;19;199;SÃO DOMINGOS-SE
215;180;16;282;C.NAS=90 LV=218 FL=389
[152, 150, 137, 139];[86, 113, 112, 83];-1;-1;CPF
85;80;15;55;NH 36
89;261;19;283;CAPPELASSO ROISIN DEDECCA
[75, 72, 86, 87];[323, 501, 500, 323];-1;-1;ASSINATURA DO DIRETOR
[45, 43, 58, 62];[323, 513, 514, 322];-1;-1;LEI Nº7 116 DE 29/08/83
78;636;15;52;4 VIA
245;562;14;96;24/07/2020
[281, 279, 264, 266];[588, 745, 745, 589];-1;-1;DATA DE NASCIMENTO
