left;top;width;height;transcription
[39, 35, 54, 62];[757, 288, 288, 760];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
80;715;15;114;09.276.634-1
125;547;18;305;WATANABE BOCCARDO F
[138, 140, 154, 152];[897, 955, 957, 897];-1;-1;NOME
[89, 87, 102, 105];[953, 857, 856, 954];-1;-1;REGISTRO
[119, 118, 103, 105];[953, 890, 893, 954];-1;-1;GERAL
[213, 211, 228, 231];[953, 869, 869, 954];-1;-1;FILIAÇÃO
220;625;20;326;PICOSSE ARAI WILKER
[327, 326, 341, 343];[950, 812, 813, 951];-1;-1;NATURALIDADE
341;781;14;170;CARUTAPERA-MA
[405, 405, 405, 418, 419];[951, 951, 829, 829, 954];-1;-1;DOC ORIGEM
442;693;20;260;C.NAS=354 LV=44 FL=156
403;555;27;396;CMC= DOIS CÓRREGOS-SP ,SEDE
523;394;15;304;GREGIO MICHELAZZO MATSUZ
[486, 485, 499, 500];[953, 915, 915, 953];-1;-1;CPF
506;817;14;134;236.176.524-17
329;229;15;98;29/08/2014
[319, 314, 332, 334];[324, 124, 123, 326];-1;-1;DATA DE NASCIMENTO
71;249;15;97;19/12/2015
[80, 80, 95, 96];[461, 384, 384, 464];-1;-1;DATA DE
[110, 110, 94, 94];[464, 355, 357, 462];-1;-1;EXPEDIÇÃO
[582, 582, 600, 603];[652, 391, 391, 647];-1;-1;LEI Nº7 116 DE 29/08/83
[556, 553, 571, 573];[637, 399, 399, 637];-1;-1;ASSINATURA DO DIRETOR
