left;top;width;height;transcription
[281, 282, 756, 752];[54, 79, 73, 51];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
214;98;132;16;84.941.430-1
[91, 176, 176, 92];[104, 104, 120, 120];-1;-1;REGISTRO
[91, 152, 149, 91];[138, 137, 121, 121];-1;-1;GERAL
[94, 146, 146, 93];[157, 158, 171, 172];-1;-1;NOME
117;175;378;19;HOCHUN CERDEIRA CREMA
[96, 174, 173, 93];[235, 233, 250, 250];-1;-1;FILIAÇÃO
117;256;343;18;NISHIMORI HERVAL MAURIZ
119;293;404;19;FATARELLI LANCIA PODESTA
121;374;224;18;SERINGUEIRAS-RO
[97, 232, 232, 97];[352, 351, 366, 365];-1;-1;NATURALIDADE
[733, 929, 928, 732];[362, 361, 344, 346];-1;-1;DATA DE NASCIMENTO
727;370;106;16;20/11/2008
248;412;279;16;C.NAS=442 LV=62 FL=171
125;452;249;16;ALFREDO WAGNER-SC
[101, 215, 215, 101];[446, 444, 430, 431];-1;-1;DOC ORIGEM
177;492;161;16;624.476.345-95
[102, 136, 136, 103];[510, 510, 524, 525];-1;-1;CPF
127;570;60;16;NH 97
[412, 651, 650, 411];[624, 622, 604, 605];-1;-1;LEI Nº7 116 DE 29/08/83
330;546;192;17;NAGIB PLATEIRO AKIMY
[412, 633, 632, 411];[589, 587, 574, 575];-1;-1;ASSINATURA DO DIRETOR
833;565;51;15;3 VIA
718;92;106;16;07/08/1980
[588, 683, 683, 587];[134, 134, 116, 119];-1;-1;EXPEDIÇÃO
[656, 586, 588, 655];[100, 101, 116, 115];-1;-1;DATA DE
