left;top;width;height;transcription
[778, 296, 297, 780];[635, 628, 606, 610];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[979, 890, 892, 980];[590, 588, 573, 574];-1;-1;REGISTRO
[980, 918, 920, 980];[556, 554, 571, 571];-1;-1;GERAL
730;582;137;18;86.830.973-4
[980, 924, 925, 981];[538, 535, 519, 522];-1;-1;NOME
630;500;339;19;PATEO FACURE ANDREU
[979, 901, 901, 981];[458, 456, 439, 441];-1;-1;FILIAÇÃO
609;420;362;19;CHICONE PUCINELLI THAIZE
627;379;338;19;FIAMENGHI IKUNO VIEGAS
[982, 844, 844, 983];[338, 335, 321, 323];-1;-1;NATURALIDADE
825;305;145;23;TIANGUÁ-CE
355;264;489;21;CMC= TAIPAS DO TOCANTINS-TO ,SEDE
859;230;112;16;IBIARA-PB
[981, 867, 867, 982];[257, 256, 242, 244];-1;-1;DOC ORIGEM
746;184;176;20;457.501.415-00
[983, 949, 950, 984];[177, 175, 158, 160];-1;-1;CPF
903;108;71;19;NH 75
584;108;167;12;BERT HIKOJI ENNES
[668, 442, 443, 667];[86, 83, 97, 100];-1;-1;ASSINATURA DO DIRETOR
[669, 424, 424, 671];[70, 66, 48, 50];-1;-1;LEI Nº7 116 DE 29/08/83
190;102;57;18;7 VIA
237;301;114;18;16/01/1958
[332, 130, 131, 334];[331, 329, 311, 317];-1;-1;DATA DE NASCIMENTO
224;578;124;19;21/08/2007
[473, 400, 401, 472];[584, 583, 567, 569];-1;-1;DATA DE
[471, 373, 374, 472];[550, 549, 566, 569];-1;-1;EXPEDIÇÃO
