left;top;width;height;transcription
[778, 296, 297, 780];[635, 628, 606, 610];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[979, 890, 892, 980];[590, 588, 573, 574];-1;-1;REGISTRO
[980, 918, 920, 980];[556, 554, 571, 571];-1;-1;GERAL
730;582;138;18;40.889.113-0
[980, 924, 925, 981];[538, 535, 519, 522];-1;-1;NOME
653;500;316;19;PETACCI DU ABRAHAM
[979, 901, 901, 981];[458, 456, 439, 441];-1;-1;FILIAÇÃO
569;420;401;22;MIRABILE BARRENHA CAPOZZI
625;374;340;24;MEDICI STEPHANIE DARINI
[982, 844, 844, 983];[338, 335, 321, 323];-1;-1;NATURALIDADE
714;301;257;26;VÁRZEA DA ROÇA-BA
509;264;335;21;CMC= MILAGRES-BA ,SEDE
787;227;184;19;COTRIGUAÇU-MT
[981, 867, 867, 982];[257, 256, 242, 244];-1;-1;DOC ORIGEM
745;185;176;19;649.148.252-95
[983, 949, 950, 984];[177, 175, 158, 160];-1;-1;CPF
904;108;70;19;NH 93
492;108;259;12;POLICASTRO IUTAKA SZYSZKO
[668, 442, 443, 667];[86, 83, 97, 100];-1;-1;ASSINATURA DO DIRETOR
[669, 424, 424, 671];[70, 66, 48, 50];-1;-1;LEI Nº7 116 DE 29/08/83
190;102;58;18;3 VIA
237;301;114;18;11/05/1987
[332, 130, 131, 334];[331, 329, 311, 317];-1;-1;DATA DE NASCIMENTO
223;578;125;19;24/03/2005
[473, 400, 401, 472];[584, 583, 567, 569];-1;-1;DATA DE
[471, 373, 374, 472];[550, 549, 566, 569];-1;-1;EXPEDIÇÃO
