left;top;width;height;transcription
[35, 24, 48, 61];[768, 302, 299, 768];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
75;653;22;176;91.261.684-2
[96, 95, 109, 110];[955, 871, 871, 955];-1;-1;REGISTRO
[129, 129, 115, 115];[955, 896, 896, 955];-1;-1;GERAL
[165, 165, 149, 151];[954, 899, 901, 955];-1;-1;NOME
151;438;28;487;KARBSTEIN NISHIDA ROL
236;384;27;542;ALVARUS HORTAL ALCOVER
274;341;30;583;FAVRIN TADIELLO MARCHESAN
369;805;26;116;UBÁ-MG
406;417;23;378;C.NAS=432 LV=5 FL=446
446;776;28;145;TIMBÓ-SC
492;653;23;214;435.896.098-77
580;839;20;76;NH 84
[528, 527, 543, 545];[944, 910, 910, 945];-1;-1;CPF
[443, 440, 456, 459];[946, 831, 831, 947];-1;-1;DOC ORIGEM
[358, 356, 371, 375];[948, 813, 813, 950];-1;-1;NATURALIDADE
554;395;18;324;ARIANNE ALOISIO DOMINIC
[600, 595, 579, 585];[639, 417, 420, 639];-1;-1;ASSINATURA DO DIRETOR
[638, 630, 611, 616];[639, 401, 401, 640];-1;-1;LEI Nº7 116 DE 29/08/83
565;151;19;67;9 VIA
358;180;20;142;24/05/2019
[341, 337, 353, 359];[317, 120, 120, 316];-1;-1;DATA DE NASCIMENTO
64;179;22;149;03/11/1950
[98, 97, 81, 83];[460, 392, 392, 461];-1;-1;DATA DE
[118, 116, 97, 98];[460, 362, 364, 461];-1;-1;EXPEDIÇÃO
[231, 230, 250, 251];[953, 873, 873, 954];-1;-1;FILIAÇÃO
