left;top;width;height;transcription
[525, 516, 534, 542];[223, 590, 590, 222];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
483;161;18;138;43.246.226-0
414;79;20;458;DALCECO BIANCHI TAKASSAKY
[492, 489, 504, 502];[70, 138, 137, 69];-1;-1;REGISTRO
[476, 475, 487, 488];[70, 115, 115, 69];-1;-1;GERAL
[448, 446, 459, 460];[70, 112, 113, 69];-1;-1;NOME
[379, 377, 392, 393];[68, 131, 131, 68];-1;-1;FILIAÇÃO
351;80;18;304;YGOR KACHAN PREZOTTI
315;81;20;364;GRINSPUM HELBER DODO
[270, 265, 278, 282];[569, 725, 725, 567];-1;-1;DATA DE NASCIMENTO
243;556;16;107;06/09/2005
213;177;20;352;C.NAS=481 LV=192 FL=325
[214, 212, 225, 227];[64, 155, 155, 65];-1;-1;DOC ORIGEM
[283, 279, 292, 294];[67, 173, 173, 66];-1;-1;NATURALIDADE
251;78;19;138;CAIÇARA-RS
185;79;18;159;BREJINHO-PE
151;118;18;162;522.122.033-49
[146, 145, 158, 157];[63, 91, 90, 63];-1;-1;CPF
90;71;15;54;NH 49
106;271;11;184;JOELI NISHIKAVA MATTIOLLI
[86, 83, 96, 98];[303, 479, 478, 304];-1;-1;ASSINATURA DO DIRETOR
[59, 54, 70, 74];[302, 493, 493, 301];-1;-1;LEI Nº7 116 DE 29/08/83
77;632;16;54;4 VIA
474;560;18;116;26/09/1950
[482, 481, 495, 494];[464, 517, 518, 462];-1;-1;DATA DE
[466, 465, 480, 481];[463, 540, 540, 462];-1;-1;EXPEDIÇÃO
