left;top;width;height;transcription
[644, 638, 616, 624];[289, 751, 751, 286];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
589;192;20;137;61.583.476-0
[596, 595, 582, 583];[101, 186, 185, 101];-1;-1;REGISTRO
[565, 564, 578, 579];[100, 158, 157, 100];-1;-1;GERAL
[544, 544, 530, 530];[100, 154, 153, 99];-1;-1;NOME
513;91;18;385;GILTARO OSVALDO CAVALHIERI
[470, 469, 452, 452];[99, 178, 177, 94];-1;-1;FILIAÇÃO
433;91;18;281;TESOLIN PAES POMME
396;91;18;309;TAMBORLIM RIPOLI JURDI
[351, 349, 334, 336];[98, 233, 232, 98];-1;-1;NATURALIDADE
318;91;23;180;GUANHÃES-MG
[273, 272, 257, 258];[98, 212, 212, 98];-1;-1;DOC ORIGEM
240;93;16;282;LEANDRO FERREIRA-MG
277;217;16;268;C.NAS=340 LV=377 FL=7
[342, 339, 325, 327];[727, 918, 918, 728];-1;-1;DATA DE NASCIMENTO
313;699;16;105;12/07/1996
581;699;21;114;07/05/2013
[591, 589, 576, 577];[593, 664, 664, 593];-1;-1;DATA DE
[559, 557, 574, 576];[593, 690, 689, 591];-1;-1;EXPEDIÇÃO
125;90;20;58;NH 95
[95, 92, 71, 75];[394, 633, 633, 392];-1;-1;LEI Nº7 116 DE 29/08/83
132;314;15;310;GEORGINI AGNESINI ANICETO
[110, 106, 123, 127];[395, 613, 613, 396];-1;-1;ASSINATURA DO DIRETOR
117;796;15;51;4 VIA
[178, 176, 193, 194];[97, 132, 133, 97];-1;-1;CPF
