left;top;width;height;transcription
[279, 281, 746, 749, 278];[26, 26, 28, 48, 47];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
199;66;135;16;09.346.392-3
[85, 168, 167, 83];[76, 77, 91, 91];-1;-1;REGISTRO
[83, 140, 140, 85];[108, 109, 95, 94];-1;-1;GERAL
174;106;375;15;GOULARTE PANTAROTO LOSCALZO
[83, 136, 136, 83];[129, 129, 144, 143];-1;-1;NOME
99;143;98;16;MARTINS
[85, 161, 161, 83];[205, 206, 223, 222];-1;-1;FILIAÇÃO
98;223;369;16;ZANELATTO STRONGREN OLADIO
98;261;344;18;SAMIA WOSNIAK CHRYSTINA
[83, 215, 215, 82];[324, 325, 338, 338];-1;-1;NATURALIDADE
99;338;177;18;VIEIRÓPOLIS-PB
222;382;248;15;C.NAS=45 LV=40 FL=455
[81, 195, 193, 82];[403, 404, 418, 417];-1;-1;DOC ORIGEM
99;419;251;17;PRESIDENTE MÉDICI-RO
147;456;151;16;424.882.456-66
[80, 114, 114, 80];[483, 484, 498, 496];-1;-1;CPF
96;533;58;15;NH 29
302;523;209;12;VIDUEDO TAJIRI EPIFANIO
[386, 606, 604, 386];[559, 559, 545, 545];-1;-1;ASSINATURA DO DIRETOR
[384, 623, 622, 383];[593, 594, 576, 575];-1;-1;LEI Nº7 116 DE 29/08/83
797;534;60;18;4 VIA
704;342;112;16;13/02/1998
[715, 913, 913, 714];[324, 325, 339, 340];-1;-1;DATA DE NASCIMENTO
703;68;106;15;02/01/1982
[581, 651, 650, 580];[76, 77, 92, 91];-1;-1;DATA DE
[581, 677, 677, 580];[96, 95, 109, 109];-1;-1;EXPEDIÇÃO
