left;top;width;height;transcription
[211, 581, 581, 209];[57, 60, 41, 40];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
149;73;116;15;31.826.500-3
[50, 123, 123, 48];[73, 75, 87, 88];-1;-1;REGISTRO
[50, 100, 99, 49];[103, 104, 91, 91];-1;-1;GERAL
[50, 95, 94, 50];[143, 145, 129, 130];-1;-1;NOME
129;114;313;20;LAZARETTI HORTAL BEGUELDO
129;169;281;14;BACHESCHI BELLINETTI SIMEIA
[50, 118, 117, 50];[198, 198, 183, 184];-1;-1;FILIAÇÃO
68;218;280;20;SANDY LEONDINO SOLEDAD
128;254;70;12;MENDES
[52, 163, 163, 52];[289, 290, 275, 275];-1;-1;NATURALIDADE
51;292;238;14;SERRA DO RAMALHO-BA
[50, 148, 148, 50];[353, 354, 370, 370];-1;-1;DOC ORIGEM
[50, 79, 79, 50];[430, 431, 444, 444];-1;-1;CPF
166;345;163;20;CONSOLAÇÃO-MG
167;370;382;21;CMC= SANTA MARIA DO SUAÇUÍ-MG ,SEDE
166;403;231;15;C.NAS=97 LV=88 FL=451
89;429;133;14;271.325.470-11
[296, 493, 493, 296];[527, 530, 514, 513];-1;-1;LEI Nº7 116 DE 29/08/83
[304, 489, 488, 303];[505, 507, 494, 494];-1;-1;ASSINATURA DO DIRETOR
386;467;190;9;SAVITSKY MARZOCCHI ISOBE
[548, 712, 712, 546];[276, 278, 291, 291];-1;-1;DATA DE NASCIMENTO
501;74;98;20;06/11/1974
[416, 499, 499, 416];[106, 106, 89, 91];-1;-1;EXPEDIÇÃO
[416, 479, 478, 417];[75, 75, 89, 90];-1;-1;DATA DE
501;292;115;18;31/03/1967
