left;top;width;height;transcription
[26, 26, 28, 48, 47];[736, 734, 269, 266, 737];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
66;681;17;135;65.072.043-4
[76, 77, 91, 91];[930, 847, 848, 932];-1;-1;REGISTRO
[108, 109, 95, 94];[932, 875, 875, 930];-1;-1;GERAL
106;524;16;317;ALINNE PONGILUPPI BUMIRGH
[129, 129, 144, 143];[932, 879, 879, 932];-1;-1;NOME
143;849;16;68;VIANA
[205, 206, 223, 222];[930, 854, 854, 932];-1;-1;FILIAÇÃO
223;621;16;294;TESTAI TAKERISSA RUSSO
261;544;18;374;GRANDIZOLI WANICE ZAPOLLA
[324, 325, 338, 338];[932, 800, 800, 933];-1;-1;NATURALIDADE
340;761;16;155;MERUOCA-CE
382;533;15;260;C.NAS=222 LV=146 FL=56
[403, 404, 418, 417];[934, 820, 822, 933];-1;-1;DOC ORIGEM
417;705;19;211;CHÃ DE ALEGRIA-PE
456;717;16;148;752.063.434-55
[483, 484, 498, 496];[935, 901, 901, 935];-1;-1;CPF
533;861;15;58;NH 32
523;436;12;276;PILOTO CONSOLMAGNO EVEDOVE
[559, 559, 545, 545];[629, 409, 411, 629];-1;-1;ASSINATURA DO DIRETOR
[593, 594, 576, 575];[631, 392, 393, 632];-1;-1;LEI Nº7 116 DE 29/08/83
534;158;18;58;3 VIA
342;202;16;111;06/03/2011
[324, 325, 339, 340];[300, 102, 102, 301];-1;-1;DATA DE NASCIMENTO
68;206;15;104;15/03/2008
[76, 77, 92, 91];[434, 364, 365, 435];-1;-1;DATA DE
[96, 95, 109, 109];[434, 338, 338, 435];-1;-1;EXPEDIÇÃO
