left;top;width;height;transcription
[737, 278, 277, 738];[616, 602, 585, 597];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
678;556;158;19;56.894.354-5
[946, 861, 861, 947];[579, 579, 564, 565];-1;-1;REGISTRO
[946, 886, 890, 946];[548, 546, 561, 562];-1;-1;GERAL
[949, 894, 895, 948];[530, 527, 511, 515];-1;-1;NOME
485;474;450;26;MELARA VAZ SERPELONI
[949, 869, 870, 949];[453, 450, 434, 435];-1;-1;FILIAÇÃO
412;397;522;26;HELVIO DOMBROWSKI ARADI
426;359;511;26;CAMELO SALVADOR TRONCO
[952, 816, 815, 949];[337, 332, 317, 321];-1;-1;NATURALIDADE
[951, 837, 837, 951];[258, 257, 240, 243];-1;-1;DOC ORIGEM
[949, 917, 918, 951];[180, 178, 162, 164];-1;-1;CPF
863;101;75;19;NH 75
691;177;199;20;165.152.553-65
749;217;191;26;ARABUTÃ-SC
682;291;253;23;NORMANDIA-RR
[628, 392, 393, 632];[68, 60, 42, 49];-1;-1;LEI Nº7 116 DE 29/08/83
451;104;219;14;ELIDA LAET CALDORIN
[630, 413, 414, 628];[84, 75, 92, 98];-1;-1;ASSINATURA DO DIRETOR
179;81;57;18;7 VIA
190;278;142;20;20/06/1983
[322, 126, 128, 322];[318, 312, 297, 303];-1;-1;DATA DE NASCIMENTO
394;251;419;24;C.NAS=319 LV=241 FL=199
[382, 456, 456, 384];[565, 568, 553, 550];-1;-1;DATA DE
[456, 360, 360, 456];[535, 531, 550, 553];-1;-1;EXPEDIÇÃO
195;543;141;20;03/04/1969
