left;top;width;height;transcription
[738, 272, 272, 736];[607, 600, 622, 629];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
697;571;138;19;94.055.743-5
[931, 844, 845, 929];[579, 579, 595, 595];-1;-1;REGISTRO
[931, 875, 877, 931];[560, 560, 575, 575];-1;-1;GERAL
[928, 874, 874, 928];[525, 521, 538, 538];-1;-1;NOME
[935, 853, 854, 936];[444, 443, 462, 462];-1;-1;FILIAÇÃO
615;412;323;20;CHOI NICOLLE GUERINI
508;371;428;21;ZUQUIM HENRIQUES SCHEIDL
[936, 796, 798, 937];[339, 337, 353, 354];-1;-1;NATURALIDADE
753;300;188;18;FREI PAULO-SE
[940, 821, 821, 940];[257, 256, 271, 273];-1;-1;DOC ORIGEM
[941, 903, 905, 941];[158, 157, 175, 175];-1;-1;CPF
886;106;61;16;NH 45
728;178;162;17;426.717.137-89
782;220;161;18;IGUARACI-PE
449;254;363;21;C.NAS=109 LV=369 FL=155
189;290;98;20;29/05/1999
[327, 133, 133, 328];[329, 325, 341, 344];-1;-1;DATA DE NASCIMENTO
214;562;114;17;06/11/1975
[436, 364, 365, 440];[568, 567, 583, 583];-1;-1;DATA DE
[437, 338, 338, 439];[552, 549, 567, 568];-1;-1;EXPEDIÇÃO
555;490;379;22;GIULIO TANIS GRASIELLA
[641, 407, 407, 643];[59, 55, 74, 77];-1;-1;LEI Nº7 116 DE 29/08/83
394;108;331;15;MOUCACHEN FILIPPELLI WALKER
164;91;53;16;6 VIA
[643, 409, 410, 643];[86, 83, 98, 101];-1;-1;ASSINATURA DO DIRETOR
