left;top;width;height;transcription
[34, 40, 61, 54];[600, 227, 227, 601];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
71;511;19;146;28.087.263-4
[92, 93, 80, 78];[760, 694, 694, 761];-1;-1;REGISTRO
[105, 106, 96, 94];[762, 716, 716, 765];-1;-1;GERAL
[135, 136, 123, 121];[762, 719, 719, 763];-1;-1;NOME
138;369;19;366;VERILLO SELMIKAITIS ELIDA
[188, 188, 203, 201];[763, 700, 700, 764];-1;-1;FILIAÇÃO
203;406;20;331;GIANNONI BAQUE HAKA
238;342;20;396;BILLAR ANECI MASCHERPA
[309, 310, 296, 297];[765, 655, 656, 765];-1;-1;NATURALIDADE
311;630;16;108;COTIA-SP
[376, 378, 364, 364];[766, 674, 674, 766];-1;-1;DOC ORIGEM
347;324;19;313;C.NAS=59 LV=491 FL=181
375;617;23;124;HUMAITÁ-RS
412;540;17;161;959.273.476-30
[444, 444, 432, 432];[767, 740, 739, 767];-1;-1;CPF
470;683;15;58;NH 16
[526, 530, 515, 512];[518, 323, 324, 517];-1;-1;LEI Nº7 116 DE 29/08/83
470;385;9;166;MASATOSHI PIERRO COUTO
[498, 502, 489, 486];[516, 338, 338, 516];-1;-1;ASSINATURA DO DIRETOR
480;125;15;48;7 VIA
320;145;15;106;29/01/2009
[302, 304, 318, 316];[253, 94, 94, 254];-1;-1;DATA DE NASCIMENTO
77;142;16;106;31/08/1989
[96, 97, 84, 82];[363, 308, 307, 362];-1;-1;DATA DE
[113, 114, 98, 98];[363, 284, 284, 363];-1;-1;EXPEDIÇÃO
