left;top;width;height;transcription
[306, 788, 787, 304];[73, 80, 102, 98];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
[105, 194, 192, 104];[118, 120, 135, 134];-1;-1;REGISTRO
[104, 166, 164, 104];[152, 154, 137, 137];-1;-1;GERAL
216;108;138;19;47.563.853-0
[104, 160, 159, 103];[170, 173, 189, 186];-1;-1;NOME
115;189;358;19;MINAYANA JACOM ABBAD
[105, 183, 183, 103];[250, 252, 269, 267];-1;-1;FILIAÇÃO
114;269;454;19;FRANCESCHINI YOLANDA GILVANA
119;310;307;19;NEIRE ELITA KONIGAME
[102, 240, 240, 101];[370, 373, 387, 385];-1;-1;NATURALIDADE
114;380;202;23;PILÕEZINHOS-PB
240;423;335;21;CMC= MATINHOS-PR ,SEDE
113;462;109;16;PEQUI-MG
[103, 217, 217, 102];[451, 452, 466, 464];-1;-1;DOC ORIGEM
163;504;175;19;358.358.296-98
[101, 135, 134, 100];[531, 533, 550, 548];-1;-1;CPF
110;581;70;19;NH 38
333;588;232;12;MALPELI PIPPA BAGNATORI
[416, 642, 641, 417];[622, 625, 611, 608];-1;-1;ASSINATURA DO DIRETOR
[415, 660, 660, 413];[638, 642, 660, 658];-1;-1;LEI Nº7 116 DE 29/08/83
836;588;58;18;5 VIA
733;389;114;18;11/02/2002
[752, 954, 953, 750];[377, 379, 397, 391];-1;-1;DATA DE NASCIMENTO
738;111;123;19;15/09/1976
[611, 684, 683, 612];[124, 125, 141, 139];-1;-1;DATA DE
[613, 711, 710, 612];[158, 159, 142, 139];-1;-1;EXPEDIÇÃO
