left;top;width;height;transcription
[524, 522, 507, 509];[514, 321, 322, 515];-1;-1;LEI Nº7 116 DE 29/08/83
[494, 493, 481, 483];[516, 339, 339, 516];-1;-1;ASSINATURA DO DIRETOR
461;318;17;260;MARENGO ABDUCHI MANHOLER
478;150;15;49;3 VIA
485;697;16;63;NH 84
[441, 440, 427, 429];[760, 733, 734, 760];-1;-1;CPF
418;582;20;138;222.828.412-20
381;652;19;106;PILÕES-PB
[374, 371, 358, 359];[759, 667, 668, 761];-1;-1;DOC ORIGEM
348;379;16;281;C.NAS=433 LV=115 FL=97
318;644;19;117;ARAÇAS-BA
[307, 305, 293, 294];[763, 652, 652, 762];-1;-1;NATURALIDADE
252;467;15;294;COMARIN TUFANI MAURICIO
[302, 300, 287, 290];[263, 110, 110, 262];-1;-1;DATA DE NASCIMENTO
313;185;21;96;07/09/1961
218;524;20;238;ELIESER MUKAI KULLER
[208, 208, 192, 193];[763, 698, 699, 762];-1;-1;FILIAÇÃO
150;392;16;372;ESPANHOL NAZARRE CONCHETI
[141, 141, 127, 129];[763, 718, 719, 764];-1;-1;NOME
[112, 111, 98, 100];[763, 716, 717, 763];-1;-1;GERAL
[84, 83, 96, 97];[762, 696, 696, 763];-1;-1;REGISTRO
82;547;17;135;24.102.560-6
[57, 56, 41, 43];[607, 240, 241, 607];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
78;170;16;114;07/07/2006
[108, 106, 93, 93];[375, 296, 296, 374];-1;-1;EXPEDIÇÃO
[79, 80, 93, 92];[374, 315, 315, 375];-1;-1;DATA DE
