left;top;width;height;transcription
[51, 62, 85, 72];[790, 318, 318, 792];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
101;716;22;176;98.027.195-2
[87, 89, 104, 101];[977, 891, 892, 979];-1;-1;REGISTRO
[120, 120, 105, 105];[980, 920, 921, 979];-1;-1;GERAL
[140, 142, 156, 155];[980, 924, 925, 981];-1;-1;NOME
175;574;31;421;DARLAN LIV MESTRINER
[217, 219, 236, 236];[982, 901, 902, 982];-1;-1;FILIAÇÃO
257;316;28;677;VERARDINO MONTOVANELI YNOUE
299;359;27;635;SHIROZAKI GASPARETTO LERNER
[336, 341, 355, 352];[981, 844, 846, 982];-1;-1;NATURALIDADE
378;764;20;231;LAGOA REAL-BA
[417, 420, 432, 431];[981, 867, 868, 983];-1;-1;DOC ORIGEM
422;470;23;395;C.NAS=340 LV=432 FL=10
450;732;30;264;JOÃO NEIVA-ES
[498, 500, 515, 514];[983, 950, 951, 985];-1;-1;CPF
496;729;23;213;079.799.441-60
573;917;22;83;NH 75
[582, 589, 603, 596];[686, 452, 453, 688];-1;-1;ASSINATURA DO DIRETOR
[613, 617, 637, 633];[682, 437, 438, 684];-1;-1;LEI Nº7 116 DE 29/08/83
595;214;19;65;7 VIA
390;230;23;151;12/10/1989
[354, 359, 373, 369];[343, 146, 147, 345];-1;-1;DATA DE NASCIMENTO
115;237;20;141;18/08/2016
[98, 101, 115, 113];[480, 405, 407, 481];-1;-1;DATA DE
[131, 134, 118, 114];[481, 381, 381, 480];-1;-1;EXPEDIÇÃO
