left;top;width;height;transcription
[45, 49, 37, 31];[454, 173, 174, 456];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
66;419;10;74;44.337.531-8
110;358;16;208;SIROTA HILSDORF FEITEIRA
[100, 102, 94, 92];[569, 540, 539, 569];-1;-1;NOME
[69, 70, 61, 60];[568, 517, 517, 570];-1;-1;REGISTRO
[80, 82, 72, 72];[568, 534, 535, 569];-1;-1;GERAL
[76, 76, 67, 66];[304, 257, 257, 303];-1;-1;DATA DE
[87, 88, 76, 76];[303, 242, 244, 304];-1;-1;EXPEDIÇÃO
70;172;9;60;25/01/1994
225;145;12;60;11/02/2017
[208, 210, 220, 219];[206, 88, 88, 206];-1;-1;DATA DE NASCIMENTO
[150, 152, 161, 160];[570, 520, 521, 571];-1;-1;FILIAÇÃO
164;414;11;154;LOIBEL ADALGISO LARRY
185;364;9;204;BARGUIL PESSOTO BENDAZOLI
[212, 214, 203, 201];[572, 491, 491, 571];-1;-1;NATURALIDADE
218;486;9;83;MATARACA-PB
[253, 254, 263, 263];[572, 504, 504, 572];-1;-1;DOC ORIGEM
270;363;12;206;C.NAS=351 LV=152 FL=406
290;501;8;71;FLEXEIRAS-AL
[317, 316, 307, 307];[573, 552, 552, 574];-1;-1;CPF
349;495;8;75;563.021.061-09
[394, 397, 384, 381];[394, 244, 244, 394];-1;-1;LEI Nº7 116 DE 29/08/83
[372, 372, 362, 361];[383, 248, 248, 383];-1;-1;ASSINATURA DO DIRETOR
349;283;7;127;REUBEN THUANNI GRIZZO
[323, 324, 314, 315];[203, 148, 148, 205];-1;-1;PIS/PASEP
356;84;6;27;NH 84
