left;top;width;height;transcription
[748, 280, 279, 749];[623, 616, 596, 600];-1;-1;VÁLIDA EM TODO O TERRITÓRIO NACIONAL
699;562;146;19;21.719.369-9
[889, 942, 943, 889];[521, 521, 507, 507];-1;-1;NOME
[940, 856, 856, 941];[573, 572, 559, 559];-1;-1;REGISTRO
[941, 882, 882, 940];[543, 542, 554, 556];-1;-1;GERAL
578;484;365;20;DEMARCO BELONI ALUIZA
[943, 863, 863, 944];[444, 445, 429, 429];-1;-1;FILIAÇÃO
581;408;364;20;BARTHOLO ASAKA ALTOE
630;369;316;20;ALCIR CAMYLA HUSEK
[944, 809, 809, 945];[331, 329, 315, 317];-1;-1;NATURALIDADE
713;296;232;18;PRAIA GRANDE-SP
459;254;362;20;C.NAS=362 LV=401 FL=122
753;217;192;25;ROLÂNDIA-PR
722;178;174;19;282.386.753-83
[945, 911, 911, 945];[172, 171, 157, 157];-1;-1;CPF
883;103;64;16;NH 38
444;115;279;15;ASTRAY MURIS LANCELOTTI
[642, 419, 421, 643];[92, 88, 102, 106];-1;-1;ASSINATURA DO DIRETOR
[644, 404, 404, 644];[75, 72, 55, 57];-1;-1;LEI Nº7 116 DE 29/08/83
184;94;59;18;9 VIA
[307, 112, 112, 308];[325, 324, 308, 312];-1;-1;DATA DE NASCIMENTO
[831, 947, 947, 830];[250, 252, 238, 237];-1;-1;DOC ORIGEM
214;558;122;18;16/05/2003
[442, 375, 376, 443];[569, 569, 555, 557];-1;-1;DATA DE
[444, 347, 348, 445];[553, 552, 536, 536];-1;-1;EXPEDIÇÃO
197;286;141;21;22/11/1969
